28.08.2025                                         Dynamische Listenausgabe                                                 1

Zobrazení databáze pers.plánování

	VP	TO	 ID obj.	ITyp	STyp	S	Zaèátek	Konec	VarPole	ÈZá	H	Var.pole uživatel.dat
	01	ZX	90011367	1000		1	01.01.1800	31.12.9999	D			SPEC        EFS                                     00000000
	01	ZX	90011367	1000		1	01.01.1800	31.12.9999	E			SPEC        EMZ                                     00000000
	01	ZX	90011369	1000		1	01.01.1800	31.12.9999	C			SPEC        v EMZ                                   00000000
	01	ZX	90011369	1000		1	01.01.1800	31.12.9999	D			SPEC        in EFS                                  00000000
	01	ZX	90011369	1000		1	01.01.1800	31.12.9999	E			SPEC        in EMZ                                  00000000
	01	ZX	90011374	1000		1	01.01.1800	31.12.9999	C			SPEC        v tuzemsku                              00000000
	01	ZX	90011374	1000		1	01.01.1800	31.12.9999	D			SPEC        im Inland                               00000000
	01	ZX	90011374	1000		1	01.01.1800	31.12.9999	E			SPEC        Inland                                  00000000
	01	ZX	90011376	1000		1	01.01.1800	31.12.9999	C			SPEC        v zahranièí                             00000000
	01	ZX	90011376	1000		1	01.01.1800	31.12.9999	D			SPEC        im Ausland                              00000000
	01	ZX	90011376	1000		1	01.01.1800	31.12.9999	E			SPEC        abroad                                  00000000
	01	ZX	90011380	1000		1	01.01.1800	31.12.9999	C			SPEC        mezinárodnì                             00000000
	01	ZX	90011380	1000		1	01.01.1800	31.12.9999	D			SPEC        international                           00000000
	01	ZX	90011380	1000		1	01.01.1800	31.12.9999	E			SPEC        internationally                         00000000
	01	ZX	90011387	1000		1	01.01.1800	31.12.9999	C			SPEC        s regiony                               00000000
	01	ZX	90011387	1000		1	01.01.1800	31.12.9999	D			SPEC        mit Regionen                            00000000
	01	ZX	90011387	1000		1	01.01.1800	31.12.9999	E			SPEC        with regions                            00000000
	01	ZX	90011405	1000		1	01.01.1800	31.12.9999	C			SPEC        dodavatelé                              00000000
	01	ZX	90011405	1000		1	01.01.1800	31.12.9999	D			SPEC        Lieferanten                             00000000
	01	ZX	90011405	1000		1	01.01.1800	31.12.9999	E			SPEC        suppliers                               00000000
	01	ZX	90011406	1000		1	01.01.1800	31.12.9999	C			SPEC        u dodavatelù                            00000000
	01	ZX	90011406	1000		1	01.01.1800	31.12.9999	D			SPEC        bei Lieferanten                         00000000
	01	ZX	90011406	1000		1	01.01.1800	31.12.9999	E			SPEC        at suppliers                            00000000
	01	ZX	90011407	1000		1	01.01.1800	31.12.9999	C			SPEC        od dodavatelù                           00000000
	01	ZX	90011407	1000		1	01.01.1800	31.12.9999	D			SPEC        von Lieferanten                         00000000
	01	ZX	90011407	1000		1	01.01.1800	31.12.9999	E			SPEC        from suppliers                          00000000
	01	ZX	90011408	1000		1	01.01.1800	31.12.9999	C			SPEC        s dodavateli                            00000000
	01	ZX	90011408	1000		1	01.01.1800	31.12.9999	D			SPEC        mit Lieferanten                         00000000
	01	ZX	90011408	1000		1	01.01.1800	31.12.9999	E			SPEC        with suppliers                          00000000
	01	ZX	90011409	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci dodavatele                      00000000
	01	ZX	90011409	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen des Lieferanten               00000000
	01	ZX	90011409	1000		1	01.01.1800	31.12.9999	E			SPEC        within supplier                         00000000
	01	ZX	90011410	1000		1	01.01.1800	31.12.9999	C			SPEC        u externích dodavatelù                  00000000
	01	ZX	90011410	1000		1	01.01.1800	31.12.9999	D			SPEC        bei externen Lieferanten                00000000
	01	ZX	90011410	1000		1	01.01.1800	31.12.9999	E			SPEC        at external suppliers                   00000000
	01	ZX	90011411	1000		1	01.01.1800	31.12.9999	C			SPEC        s externími dodavateli                  00000000
	01	ZX	90011411	1000		1	01.01.1800	31.12.9999	D			SPEC        mit externen Lieferanten                00000000
	01	ZX	90011411	1000		1	01.01.1800	31.12.9999	E			SPEC        with external suppliers                 00000000
	01	ZX	90011421	1000		1	01.01.1800	31.12.9999	C			SPEC        pro obchodní partnery                   00000000
	01	ZX	90011421	1000		1	01.01.1800	31.12.9999	D			SPEC        für Geschäftspartner                    00000000
	01	ZX	90011421	1000		1	01.01.1800	31.12.9999	E			SPEC        for business partners                   00000000
	01	ZX	90011422	1000		1	01.01.1800	31.12.9999	C			SPEC        na zákazníka                            00000000
	01	ZX	90011422	1000		1	01.01.1800	31.12.9999	D			SPEC        an den Kunden                           00000000
	01	ZX	90011422	1000		1	01.01.1800	31.12.9999	E			SPEC        customer                                00000000
	01	ZX	90011424	1000		1	01.01.1800	31.12.9999	C			SPEC        s importéry                             00000000
	01	ZX	90011424	1000		1	01.01.1800	31.12.9999	D			SPEC        mit Importeuren                         00000000
	01	ZX	90011424	1000		1	01.01.1800	31.12.9999	E			SPEC        with importers                          00000000
	01	ZX	90011426	1000		1	01.01.1800	31.12.9999	C			SPEC        se zákazníkem                           00000000
	01	ZX	90011426	1000		1	01.01.1800	31.12.9999	D			SPEC        mit dem Kunden                          00000000
	01	ZX	90011426	1000		1	01.01.1800	31.12.9999	E			SPEC        with customer                           00000000
	01	ZX	90011437	1000		1	01.01.1800	31.12.9999	C			SPEC        èlena pøedstavenstva                    00000000
	01	ZX	90011437	1000		1	01.01.1800	31.12.9999	D			SPEC        des Vorstandsmitglieds                  00000000
	01	ZX	90011437	1000		1	01.01.1800	31.12.9999	E			SPEC        Board Member                            00000000
	01	ZX	90011439	1000		1	01.01.1800	31.12.9999	C			SPEC        v dceøiných spoleènostech               00000000
	01	ZX	90011439	1000		1	01.01.1800	31.12.9999	D			SPEC        in Tochtergesellschaften                00000000
	01	ZX	90011439	1000		1	01.01.1800	31.12.9999	E			SPEC        in subsidiaries                         00000000
	01	ZX	90011440	1000		1	01.01.1800	31.12.9999	C			SPEC        dle potøeb ŠA                           00000000
	01	ZX	90011440	1000		1	01.01.1800	31.12.9999	D			SPEC        gemäß den ŠA-Bedürfnissen               00000000
	01	ZX	90011440	1000		1	01.01.1800	31.12.9999	E			SPEC        as needed by ŠA                         00000000
	01	ZX	90011441	1000		1	01.01.1800	31.12.9999	C			SPEC        dozorèí rada                            00000000
	01	ZX	90011441	1000		1	01.01.1800	31.12.9999	D			SPEC        Aufsichtsrat                            00000000
	01	ZX	90011441	1000		1	01.01.1800	31.12.9999	E			SPEC        Supervisory Board                       00000000
	01	ZX	90011445	1000		1	01.01.1800	31.12.9999	C			SPEC        lisovna                                 00000000
	01	ZX	90011445	1000		1	01.01.1800	31.12.9999	D			SPEC        Presswerk                               00000000
	01	ZX	90011445	1000		1	01.01.1800	31.12.9999	E			SPEC        Press Shop                              00000000
	01	ZX	90011448	1000		1	01.01.1800	31.12.9999	C			SPEC        OJ                                      00000000
	01	ZX	90011448	1000		1	01.01.1800	31.12.9999	D			SPEC        OE                                      00000000
	01	ZX	90011448	1000		1	01.01.1800	31.12.9999	E			SPEC        OU                                      00000000
	01	ZX	90011450	1000		1	01.01.1800	31.12.9999	C			SPEC        pro koncern                             00000000
	01	ZX	90011450	1000		1	01.01.1800	31.12.9999	D			SPEC        für den Konzern                         00000000
	01	ZX	90011450	1000		1	01.01.1800	31.12.9999	E			SPEC        for the VW Group                        00000000
	01	ZX	90011451	1000		1	01.01.1800	31.12.9999	C			SPEC        pro management                          00000000
	01	ZX	90011451	1000		1	01.01.1800	31.12.9999	D			SPEC        für das Management                      00000000
	01	ZX	90011451	1000		1	01.01.1800	31.12.9999	E			SPEC        for management                          00000000
	01	ZX	90011452	1000		1	01.01.1800	31.12.9999	C			SPEC        pro OJ                                  00000000
	01	ZX	90011452	1000		1	01.01.1800	31.12.9999	D			SPEC        für die OE                              00000000
	01	ZX	90011452	1000		1	01.01.1800	31.12.9999	E			SPEC        for OU                                  00000000
	01	ZX	90011453	1000		1	01.01.1800	31.12.9999	C			SPEC        pro pøedstavenstvo                      00000000
	01	ZX	90011453	1000		1	01.01.1800	31.12.9999	D			SPEC        für den Vorstand                        00000000
	01	ZX	90011453	1000		1	01.01.1800	31.12.9999	E			SPEC        for Board of Directors                  00000000
	01	ZX	90011454	1000		1	01.01.1800	31.12.9999	C			SPEC        pro spoleènost ŠA                       00000000
	01	ZX	90011454	1000		1	01.01.1800	31.12.9999	D			SPEC        für das Unternehmen ŠA                  00000000
	01	ZX	90011454	1000		1	01.01.1800	31.12.9999	E			SPEC        for ŠA company                          00000000
	01	ZX	90011455	1000		1	01.01.1800	31.12.9999	C			SPEC        pøedstavenstvo                          00000000
	01	ZX	90011455	1000		1	01.01.1800	31.12.9999	D			SPEC        Vorstand                                00000000
	01	ZX	90011455	1000		1	01.01.1800	31.12.9999	E			SPEC        Board of Directors                      00000000
	01	ZX	90011456	1000		1	01.01.1800	31.12.9999	C			SPEC        s koncernem                             00000000
	01	ZX	90011456	1000		1	01.01.1800	31.12.9999	D			SPEC        mit dem Konzern                         00000000
	01	ZX	90011456	1000		1	01.01.1800	31.12.9999	E			SPEC        with the VW Group                       00000000
	01	ZX	90011457	1000		1	01.01.1800	31.12.9999	C			SPEC        s návaznými OJ                          00000000
	01	ZX	90011457	1000		1	01.01.1800	31.12.9999	D			SPEC        mit anknüpfenden OE                     00000000
	01	ZX	90011457	1000		1	01.01.1800	31.12.9999	E			SPEC        with the related OUs                    00000000
	01	ZX	90011458	1000		1	01.01.1800	31.12.9999	C			SPEC        s odbornými útvary                      00000000
	01	ZX	90011458	1000		1	01.01.1800	31.12.9999	D			SPEC        mit Fachbereichen                       00000000
	01	ZX	90011458	1000		1	01.01.1800	31.12.9999	E			SPEC        with specialised departments            00000000
	01	ZX	90011460	1000		1	01.01.1800	31.12.9999	C			SPEC        s vedoucími OJ                          00000000
	01	ZX	90011460	1000		1	01.01.1800	31.12.9999	D			SPEC        mit dem OE-Leiter                       00000000
	01	ZX	90011460	1000		1	01.01.1800	31.12.9999	E			SPEC        with OU Managers                        00000000
	01	ZX	90011462	1000		1	01.01.1800	31.12.9999	C			SPEC        spoleènost ŠA                           00000000
	01	ZX	90011462	1000		1	01.01.1800	31.12.9999	D			SPEC        Unternehmen ŠA                          00000000
	01	ZX	90011462	1000		1	01.01.1800	31.12.9999	E			SPEC        ŠA company                              00000000
	01	ZX	90011463	1000		1	01.01.1800	31.12.9999	C			SPEC        svaøovna                                00000000
	01	ZX	90011463	1000		1	01.01.1800	31.12.9999	D			SPEC        Karosseriebau                           00000000
	01	ZX	90011463	1000		1	01.01.1800	31.12.9999	E			SPEC        Body Shop                               00000000
	01	ZX	90011466	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci koncernu                        00000000
	01	ZX	90011466	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen des Konzerns                  00000000
	01	ZX	90011466	1000		1	01.01.1800	31.12.9999	E			SPEC        within the VW Group                     00000000
	01	ZX	90011468	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci NS                              00000000
	01	ZX	90011468	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen der KS                        00000000
	01	ZX	90011468	1000		1	01.01.1800	31.12.9999	E			SPEC        within CC                               00000000
	01	ZX	90011470	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci oblasti                         00000000
	01	ZX	90011470	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen des Bereiches                 00000000
	01	ZX	90011470	1000		1	01.01.1800	31.12.9999	E			SPEC        within division                         00000000
	01	ZX	90011475	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci oblasti Technický vývoj         00000000
	01	ZX	90011475	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen des Bereiches Entwicklung     00000000
	01	ZX	90011475	1000		1	01.01.1800	31.12.9999	E			SPEC        within division Technical Development   00000000
	01	ZX	90011476	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci oblasti Výroba a logistika      00000000
	01	ZX	90011476	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen Produktion und Logistik       00000000
	01	ZX	90011476	1000		1	01.01.1800	31.12.9999	E			SPEC        within division Production and Logistics00000000
	01	ZX	90011477	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci oblasti Øízení lidských zdrojù  00000000
	01	ZX	90011477	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen Human Resources               00000000
	01	ZX	90011477	1000		1	01.01.1800	31.12.9999	E			SPEC        within division Human Resources Manageme00000000
	01	ZX	90011478	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci OJ                              00000000
	01	ZX	90011478	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen der OE                        00000000
	01	ZX	90011478	1000		1	01.01.1800	31.12.9999	E			SPEC        within OU                               00000000
	01	ZX	90011480	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci PP                              00000000
	01	ZX	90011480	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen von PP                        00000000
	01	ZX	90011480	1000		1	01.01.1800	31.12.9999	E			SPEC        within PP                               00000000
	01	ZX	90011482	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci projektù                        00000000
	01	ZX	90011482	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen der Projekte                  00000000
	01	ZX	90011482	1000		1	01.01.1800	31.12.9999	E			SPEC        within projects                         00000000
	01	ZX	90011486	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci spoleènosti ŠA                  00000000
	01	ZX	90011486	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen des Unternehmens ŠA           00000000
	01	ZX	90011486	1000		1	01.01.1800	31.12.9999	E			SPEC        within ŠKODA AUTO company               00000000
	01	ZX	90011487	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci své pùsobnosti                  00000000
	01	ZX	90011487	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen der eigenen Zuständigkeit     00000000
	01	ZX	90011487	1000		1	01.01.1800	31.12.9999	E			SPEC        within scope of validity                00000000
	01	ZX	90011489	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci svìøené oblasti                 00000000
	01	ZX	90011489	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen des anvertrauten Bereiches    00000000
	01	ZX	90011489	1000		1	01.01.1800	31.12.9999	E			SPEC        within entrusted division               00000000
	01	ZX	90011490	1000		1	01.01.1800	31.12.9999	C			SPEC        v rámci svìøeného úseku                 00000000
	01	ZX	90011490	1000		1	01.01.1800	31.12.9999	D			SPEC        im Rahmen des anvertrauten Abschnitts   00000000
	01	ZX	90011490	1000		1	01.01.1800	31.12.9999	E			SPEC        within entrusted section                00000000
	01	ZX	90011492	1000		1	01.01.1800	31.12.9999	C			SPEC        v grémiích koncernu                     00000000
	01	ZX	90011492	1000		1	01.01.1800	31.12.9999	D			SPEC        in Konzerngremien                       00000000
	01	ZX	90011492	1000		1	01.01.1800	31.12.9999	E			SPEC        in Group Boards                         00000000
	01	ZX	90011493	1000		1	01.01.1800	31.12.9999	C			SPEC        v Zákaznickém centru                    00000000
	01	ZX	90011493	1000		1	01.01.1800	31.12.9999	D			SPEC        im Kundenzentrum                        00000000
	01	ZX	90011493	1000		1	01.01.1800	31.12.9999	E			SPEC        in Customer Centre                      00000000
	01	ZX	90011495	1000		1	01.01.1800	31.12.9999	C			SPEC        ve své podøízenosti                     00000000
	01	ZX	90011495	1000		1	01.01.1800	31.12.9999	D			SPEC        in eigener Unterstellung                00000000
	01	ZX	90011495	1000		1	01.01.1800	31.12.9999	E			SPEC        within subordination                    00000000
	01	ZX	90011496	1000		1	01.01.1800	31.12.9999	C			SPEC        ve svìøeném regionu                     00000000
	01	ZX	90011496	1000		1	01.01.1800	31.12.9999	D			SPEC        in der anvertrauten Region              00000000
	01	ZX	90011496	1000		1	01.01.1800	31.12.9999	E			SPEC        in entrusted region                     00000000
	01	ZX	90011497	1000		1	01.01.1800	31.12.9999	C			SPEC        ve výrobì vozù                          00000000
	01	ZX	90011497	1000		1	01.01.1800	31.12.9999	D			SPEC        in der Fahrzeugfertigung                00000000
	01	ZX	90011497	1000		1	01.01.1800	31.12.9999	E			SPEC        in car production                       00000000
	01	ZX	90011498	1000		1	01.01.1800	31.12.9999	C			SPEC        vedoucího OJ                            00000000
	01	ZX	90011498	1000		1	01.01.1800	31.12.9999	D			SPEC        des OE-Leiters                          00000000
	01	ZX	90011498	1000		1	01.01.1800	31.12.9999	E			SPEC        OU Manager                              00000000
	01	ZX	90011500	1000		1	01.01.1800	31.12.9999	C			SPEC        z pohledu OJ                            00000000
	01	ZX	90011500	1000		1	01.01.1800	31.12.9999	D			SPEC        aus der Sicht der OE                    00000000
	01	ZX	90011500	1000		1	01.01.1800	31.12.9999	E			SPEC        from the OU’s perspective               00000000
	01	ZX	90011502	1000		1	01.01.1800	31.12.9999	C			SPEC        SOU                                     00000000
	01	ZX	90011502	1000		1	01.01.1800	31.12.9999	D			SPEC        Berufsschule                            00000000
	01	ZX	90011502	1000		1	01.01.1800	31.12.9999	E			SPEC        Vocational School                       00000000
	01	ZX	90011503	1000		1	01.01.1800	31.12.9999	C			SPEC        pro zamìstnance                         00000000
	01	ZX	90011503	1000		1	01.01.1800	31.12.9999	D			SPEC        für die Mitarbeiter                     00000000
	01	ZX	90011503	1000		1	01.01.1800	31.12.9999	E			SPEC        for employees                           00000000
	01	ZX	90011507	1000		1	01.01.1800	31.12.9999	C			SPEC        PPA                                     00000000
	01	ZX	90011507	1000		1	01.01.1800	31.12.9999	D			SPEC        PPA                                     00000000
	01	ZX	90011507	1000		1	01.01.1800	31.12.9999	E			SPEC        PPA                                     00000000
	01	ZX	90011509	1000		1	01.01.1800	31.12.9999	C			SPEC        Vorklärungsgruppe                       00000000
	01	ZX	90011509	1000		1	01.01.1800	31.12.9999	D			SPEC        Vorklärungsgruppe                       00000000
	01	ZX	90011509	1000		1	01.01.1800	31.12.9999	E			SPEC        Vorklärungsgruppe                       00000000
	01	ZX	90011510	1000		1	01.01.1800	31.12.9999	C			SPEC        SET                                     00000000
	01	ZX	90011510	1000		1	01.01.1800	31.12.9999	D			SPEC        SET                                     00000000
	01	ZX	90011510	1000		1	01.01.1800	31.12.9999	E			SPEC        SET                                     00000000
	01	ZX	90011564	1000		1	01.01.1800	31.12.9999	C			SPEC        BKM                                     00000000
	01	ZX	90011564	1000		1	01.01.1800	31.12.9999	D			SPEC        BKM                                     00000000
	01	ZX	90011564	1000		1	01.01.1800	31.12.9999	E			SPEC        BKM                                     00000000
	01	ZX	90011567	1000		1	01.01.1800	31.12.9999	C			SPEC        zmìnová komise                          00000000
	01	ZX	90011567	1000		1	01.01.1800	31.12.9999	D			SPEC        ÄKO-Runde                               00000000
	01	ZX	90011567	1000		1	01.01.1800	31.12.9999	E			SPEC        Change Committee                        00000000
	01	ZX	90011568	1000		1	01.01.1800	31.12.9999	C			SPEC        projektový tým                          00000000
	01	ZX	90011568	1000		1	01.01.1800	31.12.9999	D			SPEC        Projektteam                             00000000
	01	ZX	90011568	1000		1	01.01.1800	31.12.9999	E			SPEC        project team                            00000000
	01	ZX	90011569	1000		1	01.01.1800	31.12.9999	C			SPEC        nábìhový tým                            00000000
	01	ZX	90011569	1000		1	01.01.1800	31.12.9999	D			SPEC        Anlaufteam                              00000000
	01	ZX	90011569	1000		1	01.01.1800	31.12.9999	E			SPEC        launch team                             00000000
	01	ZX	90011570	1000		1	01.01.1800	31.12.9999	C			SPEC        promìnlivý tým                          00000000
	01	ZX	90011570	1000		1	01.01.1800	31.12.9999	D			SPEC        variables Team                          00000000
	01	ZX	90011570	1000		1	01.01.1800	31.12.9999	E			SPEC        variable team                           00000000
	01	ZX	90011591	1000		1	01.01.1800	31.12.9999	C			SPEC        tým PKO                                 00000000
	01	ZX	90011591	1000		1	01.01.1800	31.12.9999	D			SPEC        PKO-Team                                00000000
	01	ZX	90011591	1000		1	01.01.1800	31.12.9999	E			SPEC        PKO team                                00000000
	01	ZX	90011607	1000		1	01.01.1800	31.12.9999	C			SPEC        ND                                      00000000
	01	ZX	90011607	1000		1	01.01.1800	31.12.9999	D			SPEC        ET                                      00000000
	01	ZX	90011607	1000		1	01.01.1800	31.12.9999	E			SPEC        SP                                      00000000
	01	ZX	90011609	1000		1	01.01.1800	31.12.9999	C			SPEC        DKM                                     00000000
	01	ZX	90011609	1000		1	01.01.1800	31.12.9999	D			SPEC        DKM                                     00000000
	01	ZX	90011609	1000		1	01.01.1800	31.12.9999	E			SPEC        DKM                                     00000000
	01	ZX	90011610	1000		1	01.01.1800	31.12.9999	C			SPEC        DEF                                     00000000
	01	ZX	90011610	1000		1	01.01.1800	31.12.9999	D			SPEC        DEF                                     00000000
	01	ZX	90011610	1000		1	01.01.1800	31.12.9999	E			SPEC        DEF                                     00000000
	01	ZX	90011613	1000		1	01.01.1800	31.12.9999	C			SPEC        OD                                      00000000
	01	ZX	90011613	1000		1	01.01.1800	31.12.9999	D			SPEC        OT                                      00000000
	01	ZX	90011613	1000		1	01.01.1800	31.12.9999	E			SPEC        GP                                      00000000
	01	ZX	90011618	1000		1	01.01.1800	31.12.9999	C			SPEC        nové vozy                               00000000
	01	ZX	90011618	1000		1	01.01.1800	31.12.9999	D			SPEC        neue Fahrzeuge                          00000000
	01	ZX	90011618	1000		1	01.01.1800	31.12.9999	E			SPEC        new cars                                00000000
	01	ZX	90011620	1000		1	01.01.1800	31.12.9999	C			SPEC        SKD/CKD/MKD                             00000000
