28.08.2025                                         Dynamische Listenausgabe                                                 1

Zobrazení databáze pers.plánování

	VP	TO	 ID obj.	ITyp	STyp	S	Zaèátek	Konec	VarPole	ÈZá	H	Var.pole uživatel.dat
	01	ZS	90003212	1000		1	01.01.1800	31.12.9999	E			SLOV        Approves                                00000000
	01	ZS	90003213	1000		1	01.01.1800	31.12.9999	C			SLOV        Stanovuje                               00000000
	01	ZS	90003213	1000		1	01.01.1800	31.12.9999	D			SLOV        Legt fest:                              00000000
	01	ZS	90003213	1000		1	01.01.1800	31.12.9999	E			SLOV        Determines                              00000000
	01	ZS	90003214	1000		1	01.01.1800	31.12.9999	C			SLOV        Stanovuje metodiku                      00000000
	01	ZS	90003214	1000		1	01.01.1800	31.12.9999	D			SLOV        Legt  Methodik fest:                    00000000
	01	ZS	90003214	1000		1	01.01.1800	31.12.9999	E			SLOV        Determines methodology                  00000000
	01	ZS	90003215	1000		1	01.01.1800	31.12.9999	C			SLOV        Udržuje                                 00000000
	01	ZS	90003215	1000		1	01.01.1800	31.12.9999	D			SLOV        Erhält:                                 00000000
	01	ZS	90003215	1000		1	01.01.1800	31.12.9999	E			SLOV        Maintains                               00000000
	01	ZS	90003216	1000		1	01.01.1800	31.12.9999	C			SLOV        Uvolòuje                                00000000
	01	ZS	90003216	1000		1	01.01.1800	31.12.9999	D			SLOV        Gibt frei:                              00000000
	01	ZS	90003216	1000		1	01.01.1800	31.12.9999	E			SLOV        Releases                                00000000
	01	ZS	90003218	1000		1	01.01.1800	31.12.9999	C			SLOV        Vyhodnocuje                             00000000
	01	ZS	90003218	1000		1	01.01.1800	31.12.9999	D			SLOV        Wertet aus:                             00000000
	01	ZS	90003218	1000		1	01.01.1800	31.12.9999	E			SLOV        Evaluates                               00000000
	01	ZS	90003219	1000		1	01.01.1800	31.12.9999	C			SLOV        Vypracovává                             00000000
	01	ZS	90003219	1000		1	01.01.1800	31.12.9999	D			SLOV        Erarbeitet:                             00000000
	01	ZS	90003219	1000		1	01.01.1800	31.12.9999	E			SLOV        Draws up                                00000000
	01	ZS	90003220	1000		1	01.01.1800	31.12.9999	C			SLOV        Vypracovává stanovisko k                00000000
	01	ZS	90003220	1000		1	01.01.1800	31.12.9999	D			SLOV        Erarbeitet Stellungnahme zu:            00000000
	01	ZS	90003220	1000		1	01.01.1800	31.12.9999	E			SLOV        Draws up an opinion on                  00000000
	01	ZS	90003221	1000		1	01.01.1800	31.12.9999	C			SLOV        Vyøizuje                                00000000
	01	ZS	90003221	1000		1	01.01.1800	31.12.9999	D			SLOV        Führt aus:                              00000000
	01	ZS	90003221	1000		1	01.01.1800	31.12.9999	E			SLOV        Deals with                              00000000
	01	ZS	90003222	1000		1	01.01.1800	31.12.9999	C			SLOV        Vyvíjí                                  00000000
	01	ZS	90003222	1000		1	01.01.1800	31.12.9999	D			SLOV        Entwickelt:                             00000000
	01	ZS	90003222	1000		1	01.01.1800	31.12.9999	E			SLOV        Produces                                00000000
	01	ZS	90003223	1000		1	01.01.1800	31.12.9999	C			SLOV        Vyžaduje                                00000000
	01	ZS	90003223	1000		1	01.01.1800	31.12.9999	D			SLOV        Fordert an:                             00000000
	01	ZS	90003223	1000		1	01.01.1800	31.12.9999	E			SLOV        Requires                                00000000
	01	ZS	90003224	1000		1	01.01.1800	31.12.9999	C			SLOV        Zadává                                  00000000
	01	ZS	90003224	1000		1	01.01.1800	31.12.9999	D			SLOV        Vergibt:                                00000000
	01	ZS	90003224	1000		1	01.01.1800	31.12.9999	E			SLOV        Assigns                                 00000000
	01	ZS	90003225	1000		1	01.01.1800	31.12.9999	C			SLOV        Zpracovává                              00000000
	01	ZS	90003225	1000		1	01.01.1800	31.12.9999	D			SLOV        Bearbeitet:                             00000000
	01	ZS	90003225	1000		1	01.01.1800	31.12.9999	E			SLOV        Processes                               00000000
