28.08.2025                                                                               Dynamische Listenausgabe                                                                                       1

Testovací reim

	Var.plánu	Typ obj.	ID objektu	Subtyp	Platí od	Platí do	Jazyk	Øetìzec
	01	ZP	  90003307	0001	01.01.1800	31.12.9999	CS	strukturu dìlníkù
	01	ZP	  90003308	0001	01.01.1800	31.12.9999	CS	svìøené pracovní procesy
	01	ZP	  90003310	0001	01.01.1800	31.12.9999	CS	úkoly
	01	ZP	  90003311	0001	01.01.1800	31.12.9999	CS	úkoly èlenùm projektového tımu
	01	ZP	  90003321	0001	01.01.1800	31.12.9999	CS	pracovní dobu zamìstnancù
	01	ZP	  90003322	0001	01.01.1800	31.12.9999	CS	prodlouené a mimoøádné smìny
	01	ZP	  90003328	0001	01.01.1800	31.12.9999	CS	administrativní agendu se zøetelem na èinnosti dùvìrné povahy
	01	ZP	  90003329	0001	01.01.1800	31.12.9999	CS	administrativní práce a inventuru kniního fondu
	01	ZP	  90003330	0001	01.01.1800	31.12.9999	CS	administrativu vedoucího
	01	ZP	  90003333	0001	01.01.1800	31.12.9999	CS	agendu jednání
	01	ZP	  90003334	0001	01.01.1800	31.12.9999	CS	agendu tıkající se dispozic pro další vyhodnocení
	01	ZP	  90003335	0001	01.01.1800	31.12.9999	CS	agendu zápisù z porad a kontrolu úkolù
	01	ZP	  90003336	0001	01.01.1800	31.12.9999	CS	aktivity k odsouhlasení pøedloh do pøedstavenstva vè. protokolù
	01	ZP	  90003338	0001	01.01.1800	31.12.9999	CS	aktualizaci informaèních panelù útvaru
	01	ZP	  90003339	0001	01.01.1800	31.12.9999	CS	aktualizaci nástìnek
	01	ZP	  90003342	0001	01.01.1800	31.12.9999	CS	analızy a statistiky vısledkù
	01	ZP	  90003345	0001	01.01.1800	31.12.9999	CS	asistentské úkoly pro èlena pøedstavenstva
	01	ZP	  90003346	0001	01.01.1800	31.12.9999	CS	balení a popisování knih
	01	ZP	  90003347	0001	01.01.1800	31.12.9999	CS	cizojazyènou korespondenci
	01	ZP	  90003350	0001	01.01.1800	31.12.9999	CS	èinnosti vyplıvající z procesù v dané oblasti se èlenem pøedstavenstva, 
dozorèí radou, koncernovımi grémii a pøíslušnımi vedoucími OJ
	01	ZP	  90003352	0001	01.01.1800	31.12.9999	CS	dodávky kanceláøského materiálu, darù a propagaèních pøedmìtù
	01	ZP	  90003353	0001	01.01.1800	31.12.9999	CS	docházku zamìstnancù a pøehledy o pøesèasech a dovolenıch
	01	ZP	  90003356	0001	01.01.1800	31.12.9999	CS	exkurze
	01	ZP	  90003359	0001	01.01.1800	31.12.9999	CS	chod sekretariátu
	01	ZP	  90003361	0001	01.01.1800	31.12.9999	CS	informace pro zamìstnaneckı portál
	01	ZP	  90003362	0001	01.01.1800	31.12.9999	CS	interní a externí korespondenci
	01	ZP	  90003366	0001	01.01.1800	31.12.9999	CS	nástupní a preventivní prohlídky studentù
	01	ZP	  90003367	0001	01.01.1800	31.12.9999	CS	obèerstvení na pracovní jednání
	01	ZP	  90003371	0001	01.01.1800	31.12.9999	CS	opatøení ke sníení a vylouèení rizik
	01	ZP	  90003372	0001	01.01.1800	31.12.9999	CS	organizaci zasedání
	01	ZP	  90003374	0001	01.01.1800	31.12.9999	CS	osobní agendu studentù
	01	ZP	  90003375	0001	01.01.1800	31.12.9999	CS	personální údaje zamìstnancù ŠA
	01	ZP	  90003377	0001	01.01.1800	31.12.9999	CS	platby externím zamìstnancùm
	01	ZP	  90003378	0001	01.01.1800	31.12.9999	CS	plnìní èinností vyplıvající z procesù oblasti
	01	ZP	  90003379	0001	01.01.1800	31.12.9999	CS	plnìní dílèích projektù
	01	ZP	  90003380	0001	01.01.1800	31.12.9999	CS	podklady
	01	ZP	  90003381	0001	01.01.1800	31.12.9999	CS	podklady a analızy o studiu
	01	ZP	  90003382	0001	01.01.1800	31.12.9999	CS	podklady a informace pro jednání
	01	ZP	  90003383	0001	01.01.1800	31.12.9999	CS	podklady a prezentace
	01	ZP	  90003385	0001	01.01.1800	31.12.9999	CS	podklady a úkoly se zvláštním utajením se znalostí vnitropodnikovıch a 
koncernovıch souvislostí
	01	ZP	  90003387	0001	01.01.1800	31.12.9999	CS	podklady k rozhodnutí o investici (BWA) a ON
	01	ZP	  90003389	0001	01.01.1800	31.12.9999	CS	podklady na jednání
	01	ZP	  90003390	0001	01.01.1800	31.12.9999	CS	podklady o stavu projednávanıch bodù v tımu pro porady Vıroby a 
logistiky
	01	ZP	  90003391	0001	01.01.1800	31.12.9999	CS	podklady odbornıch útvarù pro jednání pøedrozhovorù a jednání
	01	ZP	  90003396	0001	01.01.1800	31.12.9999	CS	podklady pro jednání s pøedstavenstvem
	01	ZP	  90003398	0001	01.01.1800	31.12.9999	CS	podklady pro nábor studentù
	01	ZP	  90003400	0001	01.01.1800	31.12.9999	CS	podklady pro pøedstavenstvo a jiná gremia
	01	ZP	  90003402	0001	01.01.1800	31.12.9999	CS	podklady pro rozhodovací grémia spoleènosti ŠA
	01	ZP	  90003404	0001	01.01.1800	31.12.9999	CS	podklady pro schválení úsporovıch potenciálù
	01	ZP	  90003405	0001	01.01.1800	31.12.9999	CS	podklady pro Školskou radu
	01	ZP	  90003408	0001	01.01.1800	31.12.9999	CS	polepování knih èárkovım kódem
	01	ZP	  90003409	0001	01.01.1800	31.12.9999	CS	potvrzení o studiu, MFA karty
	01	ZP	  90003412	0001	01.01.1800	31.12.9999	CS	prezentace
	01	ZP	  90003413	0001	01.01.1800	31.12.9999	CS	prezentaèní materiály pro interní a externí pouití
	01	ZP	  90003417	0001	01.01.1800	31.12.9999	CS	program zasedání pøedstavenstva a dozorèí rady
	01	ZP	  90003419	0001	01.01.1800	31.12.9999	CS	pøedávání informací rodièùm ákù SOU
	01	ZP	  90003426	0001	01.01.1800	31.12.9999	CS	nástup a vıstup studentù
	01	ZP	  90003436	0001	01.01.1800	31.12.9999	CS	pøípravu závìreènıch zkoušek
	01	ZP	  90003437	0001	01.01.1800	31.12.9999	CS	pøíslušné personální podklady
	01	ZP	  90003438	0001	01.01.1800	31.12.9999	CS	pùjèování knih
	01	ZP	  90003440	0001	01.01.1800	31.12.9999	CS	realizaci personálních opatøení
	01	ZP	  90003442	0001	01.01.1800	31.12.9999	CS	realizaci úkolù v danıch termínech
	01	ZP	  90003443	0001	01.01.1800	31.12.9999	CS	reklamní informace pro tisk a media, zamìstnaneckı portál
	01	ZP	  90003447	0001	01.01.1800	31.12.9999	CS	øešení operativních a organizaèních úkolù
	01	ZP	  90003451	0001	01.01.1800	31.12.9999	CS	skartaci materiálù
	01	ZP	  90003452	0001	01.01.1800	31.12.9999	CS	smlouvy a dohody pro externí zamìstnance
	01	ZP	  90003454	0001	01.01.1800	31.12.9999	CS	spoleèné termíny èlenù pøedstavenstva
	01	ZP	  90003459	0001	01.01.1800	31.12.9999	CS	statistické podklady
	01	ZP	  90003460	0001	01.01.1800	31.12.9999	CS	stav lékárnièek školy
	01	ZP	  90003466	0001	01.01.1800	31.12.9999	CS	termíny pro pøedstavení projektù v grémiích
	01	ZP	  90003470	0001	01.01.1800	31.12.9999	CS	tøídìní a zakládání knih do regálù
	01	ZP	  90003471	0001	01.01.1800	31.12.9999	CS	tøídìní personálních materiálù, korespondence a došlé pošty
	01	ZP	  90003472	0001	01.01.1800	31.12.9999	CS	tvorbu podkladù a pøedloh oblasti
	01	ZP	  90003473	0001	01.01.1800	31.12.9999	CS	tvorbu podkladù pro jednání a prezentace na úrovni zasedání 
pøedstavenstva a koncernovıch gremií
	01	ZP	  90003474	0001	01.01.1800	31.12.9999	CS	tvorbu podkladù pro jednání grémií
	01	ZP	  90003477	0001	01.01.1800	31.12.9999	CS	ubytování a pohoštìní pro hosty a návštìvy
	01	ZP	  90003481	0001	01.01.1800	31.12.9999	CS	VIP akce
	01	ZP	  90003483	0001	01.01.1800	31.12.9999	CS	vıpisy ze sluební kreditní karty
	01	ZP	  90003485	0001	01.01.1800	31.12.9999	CS	vypracování programu pro VIP
	01	ZP	  90003489	0001	01.01.1800	31.12.9999	CS	vyuití zasedací místnosti
	01	ZP	  90003490	0001	01.01.1800	31.12.9999	CS	zajištìní podkladù pro integrovanı systém øízení kvality
	01	ZP	  90003492	0001	01.01.1800	31.12.9999	CS	zápisy z jednání
	01	ZP	  90003494	0001	01.01.1800	31.12.9999	CS	zkušební protokoly
	01	ZP	  90003497	0001	01.01.1800	31.12.9999	CS	zprávy o plnìní business plánu
	01	ZP	  90003504	0001	01.01.1800	31.12.9999	CS	pøíkaz zmìny (PZ) do vıkresové dokumentace
	01	ZP	  90003516	0001	01.01.1800	31.12.9999	CS	NZ
	01	ZP	  90003539	0001	01.01.1800	31.12.9999	CS	promítnutí zmìn do ostatních systémù øízení
	01	ZP	  90003543	0001	01.01.1800	31.12.9999	CS	pøipravované technické zmìny na vırobku
	01	ZP	  90003546	0001	01.01.1800	31.12.9999	CS	realizaci pøíkazù zmìn ve vırobì, vèetnì úpravy technologické 
dokumentace
	01	ZP	  90003560	0001	01.01.1800	31.12.9999	CS	technické zmìny
	01	ZP	  90003573	0001	01.01.1800	31.12.9999	CS	vznik mnostevních odchylek v odvolávkách
	01	ZP	  90003579	0001	01.01.1800	31.12.9999	CS	zmìnové øízení a nábìh pøíkazù zmìn
	01	ZP	  90003585	0001	01.01.1800	31.12.9999	CS	ad-hoc analızy
	01	ZP	  90003587	0001	01.01.1800	31.12.9999	CS	analızu a prognózu trhu
	01	ZP	  90003592	0001	01.01.1800	31.12.9999	CS	analızy konkurence
	01	ZP	  90003595	0001	01.01.1800	31.12.9999	CS	benchmark
	01	ZP	  90003596	0001	01.01.1800	31.12.9999	CS	benchmark personálních procesù
	01	ZP	  90003597	0001	01.01.1800	31.12.9999	CS	best-practise a podklady pro benchmark z exportních trhù
	01	ZP	  90003598	0001	01.01.1800	31.12.9999	CS	business plán
	01	ZP	  90003619	0001	01.01.1800	31.12.9999	CS	HR trendy
	01	ZP	  90003621	0001	01.01.1800	31.12.9999	CS	koncepce na prvky modulù, platformy a jejich varianty
	01	ZP	  90003622	0001	01.01.1800	31.12.9999	CS	koncepce projektù
	01	ZP	  90003625	0001	01.01.1800	31.12.9999	CS	koncepci ustavujících a upínacích elementù
	01	ZP	  90003658	0001	01.01.1800	31.12.9999	CS	podklady z benchmarkingu
	01	ZP	  90003659	0001	01.01.1800	31.12.9999	CS	podnìty k úsporovım potenciálùm
	01	ZP	  90003675	0001	01.01.1800	31.12.9999	CS	propagaèní a informaèní podklady pro motivaèní akce
	01	ZP	  90003681	0001	01.01.1800	31.12.9999	CS	prùzkum trhu
	01	ZP	  90003684	0001	01.01.1800	31.12.9999	CS	pøípravu jednání
	01	ZP	  90003730	0001	01.01.1800	31.12.9999	CS	vypracování business plánu
	01	ZP	  90003743	0001	01.01.1800	31.12.9999	CS	analızy konkurence ve vztahu k strategii znaèky
	01	ZP	  90003745	0001	01.01.1800	31.12.9999	CS	aktivity vedoucí ke splnìní cílù projektu
	01	ZP	  90003748	0001	01.01.1800	31.12.9999	CS	vıvoj produktu
	01	ZP	  90003749	0001	01.01.1800	31.12.9999	CS	aktualizaci projektù s poadavkem na zmìny
	01	ZP	  90003753	0001	01.01.1800	31.12.9999	CS	analızy vztahující se k projektu
	01	ZP	  90003757	0001	01.01.1800	31.12.9999	CS	HR projekty
	01	ZP	  90003762	0001	01.01.1800	31.12.9999	CS	kritické faktory projektu
	01	ZP	  90003782	0001	01.01.1800	31.12.9999	CS	poadavky kvality v projekèních a v nábìhovıch tımech
	01	ZP	  90003783	0001	01.01.1800	31.12.9999	CS	zprávy o stavu projektù
	01	ZP	  90003791	0001	01.01.1800	31.12.9999	CS	projekèním tımùm
	01	ZP	  90003797	0001	01.01.1800	31.12.9999	CS	projekty
	01	ZP	  90003800	0001	01.01.1800	31.12.9999	CS	projekty modelovıch péèí a facelifty
	01	ZP	  90003806	0001	01.01.1800	31.12.9999	CS	prùbìh realizace projektù z hlediska obsahu, nákladù, kvality a termínù
	01	ZP	  90003808	0001	01.01.1800	31.12.9999	CS	pøehled o stavu projektu
	01	ZP	  90003828	0001	01.01.1800	31.12.9999	CS	strategické projekty personální péèe
	01	ZP	  90003830	0001	01.01.1800	31.12.9999	CS	svìøené projekty
	01	ZP	  90003834	0001	01.01.1800	31.12.9999	CS	termínové plány pro projekty
	01	ZP	  90003835	0001	01.01.1800	31.12.9999	CS	termínové plány projektù
	01	ZP	  90003836	0001	01.01.1800	31.12.9999	CS	termínové plány vıvoje dílù
	01	ZP	  90003846	0001	01.01.1800	31.12.9999	CS	vyhledání a realizaci úsporovıch potenciálù
	01	ZP	  90003849	0001	01.01.1800	31.12.9999	CS	zadání projektu
	01	ZP	  90003863	0001	01.01.1800	31.12.9999	CS	kvalitativní opatøení pro nábìh novıch vırob
	01	ZP	  90003865	0001	01.01.1800	31.12.9999	CS	nábìh modelovıch øad
	01	ZP	  90003867	0001	01.01.1800	31.12.9999	CS	nábìh novıch dílù
	01	ZP	  90003874	0001	01.01.1800	31.12.9999	CS	nábìhy novıch vozù
	01	ZP	  90003880	0001	01.01.1800	31.12.9999	CS	nové projekty do sériové vıroby
	01	ZP	  90003887	0001	01.01.1800	31.12.9999	CS	problémy pøi nábìhu novıch vozù
	01	ZP	  90003909	0001	01.01.1800	31.12.9999	CS	uvolnìní kvality na základì dvoudenní produkce dodavatele
	01	ZP	  90003920	0001	01.01.1800	31.12.9999	CS	nábìh novıch vırob
	01	ZP	  90003924	0001	01.01.1800	31.12.9999	CS	opatøení pro redukci kvalitativních a auditovıch závad pøi nábìhu 
vıroby
	01	ZP	  90003934	0001	01.01.1800	31.12.9999	CS	pøípravu vıroby nábìhu novıch vırob
	01	ZP	  90003935	0001	01.01.1800	31.12.9999	CS	simulaèní studie vıroby
	01	ZP	  90003961	0001	01.01.1800	31.12.9999	CS	doklady k vozùm pro zamìstnance, zákazníky a VIP
	01	ZP	  90003979	0001	01.01.1800	31.12.9999	CS	konstrukèní dokumentaci
	01	ZP	  90004021	0001	01.01.1800	31.12.9999	CS	prezentace ve virtuální realitì
	01	ZP	  90004027	0001	01.01.1800	31.12.9999	CS	projektovou dokumentaci
	01	ZP	  90004030	0001	01.01.1800	31.12.9999	CS	protokol z mìøení
	01	ZP	  90004050	0001	01.01.1800	31.12.9999	CS	specifikaci dílù (technickou, logistickou, kvalitativní)
	01	ZP	  90004054	0001	01.01.1800	31.12.9999	CS	studii vıroby / projektovou pøípravu stavby
	01	ZP	  90004065	0001	01.01.1800	31.12.9999	CS	technickou a technologickou dokumentaci
	01	ZP	  90004066	0001	01.01.1800	31.12.9999	CS	technickou dokumentaci
	01	ZP	  90004070	0001	01.01.1800	31.12.9999	CS	technologickou dokumentaci
	01	ZP	  90004086	0001	01.01.1800	31.12.9999	CS	úpravu technologické dokumentace
	01	ZP	  90004090	0001	01.01.1800	31.12.9999	CS	vedení provozní a technické dokumentace
	01	ZP	  90004115	0001	01.01.1800	31.12.9999	CS	zmìny technické a technologické dokumentace
	01	ZP	  90004128	0001	01.01.1800	31.12.9999	CS	dodrování POD
	01	ZP	  90004129	0001	01.01.1800	31.12.9999	CS	dodrování procesní a organizaèní dokumentace
	01	ZP	  90004130	0001	01.01.1800	31.12.9999	CS	dokumentaci
	01	ZP	  90004132	0001	01.01.1800	31.12.9999	CS	instruktá zamìstnancù s platnou POD
	01	ZP	  90004134	0001	01.01.1800	31.12.9999	CS	odborné, organizaèní a administrativní postupy
	01	ZP	  90004135	0001	01.01.1800	31.12.9999	CS	POD
	01	ZP	  90004142	0001	01.01.1800	31.12.9999	CS	tvorbu POD
	01	ZP	  90004143	0001	01.01.1800	31.12.9999	CS	vlastníky POD
	01	ZP	  90004151	0001	01.01.1800	31.12.9999	CS	archivaci
	01	ZP	  90004152	0001	01.01.1800	31.12.9999	CS	archivaci a skartaci dokumentù
	01	ZP	  90004153	0001	01.01.1800	31.12.9999	CS	archivaci a ukládání dokumentù
	01	ZP	  90004163	0001	01.01.1800	31.12.9999	CS	dokumenty dle spisového øádu
	01	ZP	  90004168	0001	01.01.1800	31.12.9999	CS	písemnosti a dokumenty
	01	ZP	  90004208	0001	01.01.1800	31.12.9999	CS	kusovníky
	01	ZP	  90004212	0001	01.01.1800	31.12.9999	CS	nové postupy k øešení ve virtuální realitì
	01	ZP	  90004214	0001	01.01.1800	31.12.9999	CS	odladìní virtuálních modelù do koneèné podoby
	01	ZP	  90004254	0001	01.01.1800	31.12.9999	CS	logistické procesy
	01	ZP	  90004255	0001	01.01.1800	31.12.9999	CS	mìøení pracovních procesù
	01	ZP	  90004256	0001	01.01.1800	31.12.9999	CS	modelování pracovních procesù
	01	ZP	  90004261	0001	01.01.1800	31.12.9999	CS	optimalizaci technologickıch postupù
	01	ZP	  90004262	0001	01.01.1800	31.12.9999	CS	optimalizaèní opatøení
	01	ZP	  90004264	0001	01.01.1800	31.12.9999	CS	personální procesy
	01	ZP	  90004267	0001	01.01.1800	31.12.9999	CS	pracovní procesy
	01	ZP	  90004268	0001	01.01.1800	31.12.9999	CS	pracovní procesy v roli vlastníka
	01	ZP	  90004283	0001	01.01.1800	31.12.9999	CS	WS KVP
	01	ZP	  90004289	0001	01.01.1800	31.12.9999	CS	nasazení novıch systémù a vırobních metod za úèelem optimalizace 
nákladù
	01	ZP	  90004291	0001	01.01.1800	31.12.9999	CS	opatøení k optimalizaci ergonomie a pracnosti
	01	ZP	  90004298	0001	01.01.1800	31.12.9999	CS	podklady pro vıplatu odmìn za pøínosy z realizovanıch úspor workshopù
	01	ZP	  90004299	0001	01.01.1800	31.12.9999	CS	praktickou vıuku na technologickıch zaøízení ATC
	01	ZP	  90004302	0001	01.01.1800	31.12.9999	CS	racionalizaèní opatøení pøi vırobì náøadí a zavedení opatøení KVP
	01	ZP	  90004303	0001	01.01.1800	31.12.9999	CS	realizaci opatøení z WS KVP
	01	ZP	  90004309	0001	01.01.1800	31.12.9999	CS	dopady z projekèních tımù na proces realizace úsporovıch potenciálù
	01	ZP	  90004314	0001	01.01.1800	31.12.9999	CS	námìty v E- a P-tımu
	01	ZP	  90004315	0001	01.01.1800	31.12.9999	CS	obsah, náklady a termíny projektù
	01	ZP	  90004316	0001	01.01.1800	31.12.9999	CS	odborné útvary v procesu vyhledání a realizace úsporovıch potenciálù
	01	ZP	  90004320	0001	01.01.1800	31.12.9999	CS	optimalizaci pracovních procesù
	01	ZP	  90004322	0001	01.01.1800	31.12.9999	CS	podnìty k úsporovım potenciálùm s dodavateli
	01	ZP	  90004323	0001	01.01.1800	31.12.9999	CS	postup realizace úsporovıch potenciálù
	01	ZP	  90004333	0001	01.01.1800	31.12.9999	CS	analızy a rozbory u kvalitativních problémù a pøijímá systémová 
opatøení pro jejich zlepšení
	01	ZP	  90004342	0001	01.01.1800	31.12.9999	CS	návrhy ZEBRA
	01	ZP	  90004348	0001	01.01.1800	31.12.9999	CS	optimalizaèní návrhy
	01	ZP	  90004366	0001	01.01.1800	31.12.9999	CS	ZN
	01	ZP	  90004368	0001	01.01.1800	31.12.9999	CS	aktuálnost a pøipravenost vırobních technologií
	01	ZP	  90004373	0001	01.01.1800	31.12.9999	CS	cíle plánování vıroby
	01	ZP	  90004374	0001	01.01.1800	31.12.9999	CS	cíle simulaèních projektù procesu vıroby
	01	ZP	  90004376	0001	01.01.1800	31.12.9999	CS	èinnosti spojené s kapacitními zmìnami ve vırobì (pøetaktování 
montáních linek)
	01	ZP	  90004382	0001	01.01.1800	31.12.9999	CS	dílenské pracovní postupy a dokumentaci pro vırobu
	01	ZP	  90004386	0001	01.01.1800	31.12.9999	CS	dodrování technologické káznì
	01	ZP	  90004392	0001	01.01.1800	31.12.9999	CS	implementaci novıch metod a trendù do technologie vıroby
	01	ZP	  90004397	0001	01.01.1800	31.12.9999	CS	kvantitu, sortiment a termíny
	01	ZP	  90004404	0001	01.01.1800	31.12.9999	CS	nasazení technickıch odchylek
	01	ZP	  90004408	0001	01.01.1800	31.12.9999	CS	opatøení k nápravì pracovní a technologické káznì
	01	ZP	  90004410	0001	01.01.1800	31.12.9999	CS	opatøení vyplıvající ze systému kvality
	01	ZP	  90004413	0001	01.01.1800	31.12.9999	CS	plán materiálního zajištìní
	01	ZP	  90004414	0001	01.01.1800	31.12.9999	CS	plán rekonstrukce a modernizace DM
	01	ZP	  90004416	0001	01.01.1800	31.12.9999	CS	plán vıroby polotovarù a souèástek pro vıuku
	01	ZP	  90004418	0001	01.01.1800	31.12.9999	CS	plánovací aktivity pro projekty
	01	ZP	  90004428	0001	01.01.1800	31.12.9999	CS	projekèní øešení pracoviš
	01	ZP	  90004433	0001	01.01.1800	31.12.9999	CS	pøehled zmìn investic, nákladù, vırobních èasù
	01	ZP	  90004435	0001	01.01.1800	31.12.9999	CS	realizaci (dodávku) technologie, SZ, stavby, opravy nebo rekonstrukce, 
díly
	01	ZP	  90004446	0001	01.01.1800	31.12.9999	CS	simulace tváøení vıliskù
	01	ZP	  90004448	0001	01.01.1800	31.12.9999	CS	simulaèní model procesu vıroby
	01	ZP	  90004450	0001	01.01.1800	31.12.9999	CS	spotøeby èasu (analıza MTM, snímek pracovníka)
	01	ZP	  90004454	0001	01.01.1800	31.12.9999	CS	technická zadání (Lastenhefte)
	01	ZP	  90004457	0001	01.01.1800	31.12.9999	CS	technicko-konstrukèní provìrky
	01	ZP	  90004460	0001	01.01.1800	31.12.9999	CS	technologická rizika a vyrobitelnost
	01	ZP	  90004461	0001	01.01.1800	31.12.9999	CS	technologické / vırobní  postupy
	01	ZP	  90004462	0001	01.01.1800	31.12.9999	CS	technologické a konstrukèní øešení produktivních prací
	01	ZP	  90004472	0001	01.01.1800	31.12.9999	CS	technologickım / vırobním  postupùm
	01	ZP	  90004477	0001	01.01.1800	31.12.9999	CS	technologii náøadí
	01	ZP	  90004480	0001	01.01.1800	31.12.9999	CS	technologii SZ
	01	ZP	  90004484	0001	01.01.1800	31.12.9999	CS	témata praktickıch èástí závìreènıch zkoušek
	01	ZP	  90004486	0001	01.01.1800	31.12.9999	CS	termínovém zabezpeèení plnìní produktivní práce dispeèink
	01	ZP	  90004488	0001	01.01.1800	31.12.9999	CS	trendy ve vıvoji technologií
	01	ZP	  90004489	0001	01.01.1800	31.12.9999	CS	tvorbu dlouhodobıch koncepcí v projektech digitálního plánování
	01	ZP	  90004498	0001	01.01.1800	31.12.9999	CS	vozy a poadavky pro analızu rozloenıch vozù
	01	ZP	  90004500	0001	01.01.1800	31.12.9999	CS	vstupní data do simulací
	01	ZP	  90004503	0001	01.01.1800	31.12.9999	CS	vıpoèty vırobních kapacit
	01	ZP	  90004509	0001	01.01.1800	31.12.9999	CS	zadání pro projekty odbornım útvarùm
	01	ZP	  90004510	0001	01.01.1800	31.12.9999	CS	zajištìní materiálu a polotovarù pro praktickou vıuku
	01	ZP	  90004514	0001	01.01.1800	31.12.9999	CS	zatøídìní operací technologickıch postupù dle katalogu smìrnıch 
pøíkladù
	01	ZP	  90004517	0001	01.01.1800	31.12.9999	CS	zavádìní novıch technologií
	01	ZP	  90004528	0001	01.01.1800	31.12.9999	CS	ergonomii, spotøebu èasu a normu obsluhy
	01	ZP	  90004532	0001	01.01.1800	31.12.9999	CS	normu obsluhy
	01	ZP	  90004540	0001	01.01.1800	31.12.9999	CS	vısledky workshopù
	01	ZP	  90004541	0001	01.01.1800	31.12.9999	CS	èinnosti skladu a údrby náøadí
	01	ZP	  90004542	0001	01.01.1800	31.12.9999	CS	díly pro ovìøování
	01	ZP	  90004543	0001	01.01.1800	31.12.9999	CS	elektronáøadí a mìøidla
	01	ZP	  90004544	0001	01.01.1800	31.12.9999	CS	ergonomicky vhodné náøadí s ohledem na dodrení poadovanıch 
utahovacích momentù
	01	ZP	  90004547	0001	01.01.1800	31.12.9999	CS	opravu náøadí
	01	ZP	  90004549	0001	01.01.1800	31.12.9999	CS	pouívání a zavádìní nového náøadí
	01	ZP	  90004550	0001	01.01.1800	31.12.9999	CS	poadavky na obnovu a modernizaci náøadí
	01	ZP	  90004551	0001	01.01.1800	31.12.9999	CS	procesy údrby, obnovy a spotøeby náøadí s cílem minimalizace nákladù
	01	ZP	  90004552	0001	01.01.1800	31.12.9999	CS	protokol o opravì náøadí
	01	ZP	  90004553	0001	01.01.1800	31.12.9999	CS	roèní plány potøeb náøadí, mìøidel a ochrannıch pomùcek
	01	ZP	  90004559	0001	01.01.1800	31.12.9999	CS	vstupní kontrolu a pøejímku náøadí
	01	ZP	  90004561	0001	01.01.1800	31.12.9999	CS	vıpùjèky ve vıdejnách
	01	ZP	  90004575	0001	01.01.1800	31.12.9999	CS	rozpoèet na údrbu zaøízení
	01	ZP	  90004579	0001	01.01.1800	31.12.9999	CS	správu, provoz a údrbu zaøízení
	01	ZP	  90004582	0001	01.01.1800	31.12.9999	CS	údrbu a revizi SZ, náøadí a dopravních prostøedkù
	01	ZP	  90004589	0001	01.01.1800	31.12.9999	CS	závadách, poruchách a haváriích svìøeného majetku
	01	ZP	  90004590	0001	01.01.1800	31.12.9999	CS	zpùsoby údrby a oprav
	01	ZP	  90004611	0001	01.01.1800	31.12.9999	CS	pøevzetí budov a staveb uivatelem
	01	ZP	  90004628	0001	01.01.1800	31.12.9999	CS	dodrování péèe o SZ vırobních linek
	01	ZP	  90004633	0001	01.01.1800	31.12.9999	CS	odstraòìní závad SZ
	01	ZP	  90004635	0001	01.01.1800	31.12.9999	CS	opravy a prohlídky SZ
	01	ZP	  90004636	0001	01.01.1800	31.12.9999	CS	opravy SZ
