28.08.2025                                         Dynamische Listenausgabe                                                 1

ZobrazenÌ datab·ze pers.pl·nov·nÌ

	VP	TO	 ID obj.	ITyp	STyp	S	ZaË·tek	Konec	VarPole	»Z·	H	Var.pole uûivatel.dat
	01	ZP	90003339	1000		1	01.01.1800	31.12.9999	D			PRED        Aktualisierung der Wandbretter          00000000
	01	ZP	90003339	1000		1	01.01.1800	31.12.9999	E			PRED        Notice board updates                    00000000
	01	ZP	90003342	1000		1	01.01.1800	31.12.9999	C			PRED        anal˝zy a statistiky v˝sledk˘           00000000
	01	ZP	90003342	1000		1	01.01.1800	31.12.9999	D			PRED        Analysen und Statistiken der Ergebnisse 00000000
	01	ZP	90003342	1000		1	01.01.1800	31.12.9999	E			PRED        Result analyses and statistics          00000000
	01	ZP	90003345	1000		1	01.01.1800	31.12.9999	C			PRED        asistentskÈ ˙koly pro Ëlena p¯edstavenst00000000
	01	ZP	90003345	1000		1	01.01.1800	31.12.9999	D			PRED        Aufgaben des Assistenten f¸r das Vorstan00000000
	01	ZP	90003345	1000		1	01.01.1800	31.12.9999	E			PRED        Assistant tasks for Board Mem.          00000000
	01	ZP	90003346	1000		1	01.01.1800	31.12.9999	C			PRED        balenÌ a popisov·nÌ knih                00000000
	01	ZP	90003346	1000		1	01.01.1800	31.12.9999	D			PRED        Packung und Beschriftung der B¸cher     00000000
	01	ZP	90003346	1000		1	01.01.1800	31.12.9999	E			PRED        Book packing and identification         00000000
	01	ZP	90003347	1000		1	01.01.1800	31.12.9999	C			PRED        cizojazyËnou korespondenci              00000000
	01	ZP	90003347	1000		1	01.01.1800	31.12.9999	D			PRED        Fremdsprachenkorrespondenz              00000000
	01	ZP	90003347	1000		1	01.01.1800	31.12.9999	E			PRED        Foreign lang. correspondence            00000000
	01	ZP	90003350	1000		1	01.01.1800	31.12.9999	C			PRED        Ëinnosti vypl˝vajÌcÌ z proces˘ v danÈ ob00000000
	01	ZP	90003350	1000		1	01.01.1800	31.12.9999	D			PRED        T‰tigkeiten, die sich aus Prozessen im j00000000
	01	ZP	90003350	1000		1	01.01.1800	31.12.9999	E			PRED        Oper. arising from processes in the Div.00000000
	01	ZP	90003352	1000		1	01.01.1800	31.12.9999	C			PRED        dod·vky kancel·¯skÈho materi·lu, dar˘ a 00000000
	01	ZP	90003352	1000		1	01.01.1800	31.12.9999	D			PRED        Lieferungen von B¸robedarf, Geschenken u00000000
	01	ZP	90003352	1000		1	01.01.1800	31.12.9999	E			PRED        Deliveries of office suppl., gifts and  00000000
	01	ZP	90003353	1000		1	01.01.1800	31.12.9999	C			PRED        doch·zku zamÏstnanc˘ a p¯ehledy o p¯esËa00000000
	01	ZP	90003353	1000		1	01.01.1800	31.12.9999	D			PRED        Anwesenheitserfassung der Mitarbeiter un00000000
	01	ZP	90003353	1000		1	01.01.1800	31.12.9999	E			PRED        Staff attend. and overtime work overview00000000
	01	ZP	90003356	1000		1	01.01.1800	31.12.9999	C			PRED        exkurze                                 00000000
	01	ZP	90003356	1000		1	01.01.1800	31.12.9999	D			PRED        Exkursionen                             00000000
	01	ZP	90003356	1000		1	01.01.1800	31.12.9999	E			PRED        Excursions                              00000000
	01	ZP	90003359	1000		1	01.01.1800	31.12.9999	C			PRED        chod sekretari·tu                       00000000
	01	ZP	90003359	1000		1	01.01.1800	31.12.9999	D			PRED        Ablauf des Sekretariats                 00000000
	01	ZP	90003359	1000		1	01.01.1800	31.12.9999	E			PRED        Secretariat operation                   00000000
	01	ZP	90003361	1000		1	01.01.1800	31.12.9999	C			PRED        informace pro zamÏstnaneck˝ port·l      00000000
	01	ZP	90003361	1000		1	01.01.1800	31.12.9999	D			PRED        Informationen f¸r das Mitarbeiterportal 00000000
	01	ZP	90003361	1000		1	01.01.1800	31.12.9999	E			PRED        Info for Employee Portal                00000000
	01	ZP	90003362	1000		1	01.01.1800	31.12.9999	C			PRED        internÌ a externÌ korespondenci         00000000
	01	ZP	90003362	1000		1	01.01.1800	31.12.9999	D			PRED        interne und externe Korrespondenz       00000000
	01	ZP	90003362	1000		1	01.01.1800	31.12.9999	E			PRED        Inter. and exter. correspondence        00000000
	01	ZP	90003366	1000		1	01.01.1800	31.12.9999	C			PRED        n·stupnÌ a preventivnÌ prohlÌdky student00000000
	01	ZP	90003366	1000		1	01.01.1800	31.12.9999	D			PRED        Einstellungsuntersuchungen und Vorsorgeu00000000
	01	ZP	90003366	1000		1	01.01.1800	31.12.9999	E			PRED        Stud. initial and preventive check-ups  00000000
	01	ZP	90003367	1000		1	01.01.1800	31.12.9999	C			PRED        obËerstvenÌ na pracovnÌ jedn·nÌ         00000000
	01	ZP	90003367	1000		1	01.01.1800	31.12.9999	D			PRED        Verpflegung f¸r eine Gesch‰ftsverhandlun00000000
	01	ZP	90003367	1000		1	01.01.1800	31.12.9999	E			PRED        Refreshments for meetings               00000000
	01	ZP	90003371	1000		1	01.01.1800	31.12.9999	C			PRED        opat¯enÌ ke snÌûenÌ a vylouËenÌ rizik   00000000
	01	ZP	90003371	1000		1	01.01.1800	31.12.9999	D			PRED        Maﬂnahmen zur Risikominderung           00000000
	01	ZP	90003371	1000		1	01.01.1800	31.12.9999	E			PRED        Risk reduct. and elimin. measures       00000000
	01	ZP	90003372	1000		1	01.01.1800	31.12.9999	C			PRED        organizaci zased·nÌ                     00000000
	01	ZP	90003372	1000		1	01.01.1800	31.12.9999	D			PRED        Organisation der Tagung                 00000000
	01	ZP	90003372	1000		1	01.01.1800	31.12.9999	E			PRED        Organisation of meetings                00000000
	01	ZP	90003374	1000		1	01.01.1800	31.12.9999	C			PRED        osobnÌ agendu student˘                  00000000
	01	ZP	90003374	1000		1	01.01.1800	31.12.9999	D			PRED        Personalagenda der Studierenden         00000000
	01	ZP	90003374	1000		1	01.01.1800	31.12.9999	E			PRED        Student HR agenda                       00000000
	01	ZP	90003375	1000		1	01.01.1800	31.12.9999	C			PRED        person·lnÌ ˙daje zamÏstnanc˘ äA         00000000
	01	ZP	90003375	1000		1	01.01.1800	31.12.9999	D			PRED        Personaldaten der Werksangehˆrigen von ä00000000
	01	ZP	90003375	1000		1	01.01.1800	31.12.9999	E			PRED        äA staff HR data                        00000000
	01	ZP	90003377	1000		1	01.01.1800	31.12.9999	C			PRED        platby externÌm zamÏstnanc˘m            00000000
	01	ZP	90003377	1000		1	01.01.1800	31.12.9999	D			PRED        Zahlungen an externe Mitarbeiter        00000000
	01	ZP	90003377	1000		1	01.01.1800	31.12.9999	E			PRED        Payments to third-party staff           00000000
	01	ZP	90003378	1000		1	01.01.1800	31.12.9999	C			PRED        plnÏnÌ ËinnostÌ vypl˝vajÌcÌ z proces˘ ob00000000
	01	ZP	90003378	1000		1	01.01.1800	31.12.9999	D			PRED        Erf¸llung von T‰tigkeiten, die sich aus 00000000
	01	ZP	90003378	1000		1	01.01.1800	31.12.9999	E			PRED        Respon. arising from Division. processes00000000
	01	ZP	90003379	1000		1	01.01.1800	31.12.9999	C			PRED        plnÏnÌ dÌlËÌch projekt˘                 00000000
	01	ZP	90003379	1000		1	01.01.1800	31.12.9999	D			PRED        Erf¸llung von Teilprojekten             00000000
	01	ZP	90003379	1000		1	01.01.1800	31.12.9999	E			PRED        Work on of sub-projects                 00000000
	01	ZP	90003380	1000		1	01.01.1800	31.12.9999	C			PRED        podklady                                00000000
	01	ZP	90003380	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen                              00000000
	01	ZP	90003380	1000		1	01.01.1800	31.12.9999	E			PRED        Inputs                                  00000000
	01	ZP	90003381	1000		1	01.01.1800	31.12.9999	C			PRED        podklady a anal˝zy o studiu             00000000
	01	ZP	90003381	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen und Analysen zum Studium     00000000
	01	ZP	90003381	1000		1	01.01.1800	31.12.9999	E			PRED        Studies-related inputs and analyses     00000000
	01	ZP	90003382	1000		1	01.01.1800	31.12.9999	C			PRED        podklady a informace pro jedn·nÌ        00000000
	01	ZP	90003382	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen und Informationen zur Verhand00000000
	01	ZP	90003382	1000		1	01.01.1800	31.12.9999	E			PRED        Inputs and info for meetings            00000000
	01	ZP	90003383	1000		1	01.01.1800	31.12.9999	C			PRED        podklady a prezentace                   00000000
	01	ZP	90003383	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen und Pr‰sentationen           00000000
	01	ZP	90003383	1000		1	01.01.1800	31.12.9999	E			PRED        Inputs and presentations                00000000
	01	ZP	90003385	1000		1	01.01.1800	31.12.9999	C			PRED        podklady a ˙koly se zvl·ötnÌm utajenÌm s00000000
	01	ZP	90003385	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen und Aufgaben mit Sondergeheim00000000
	01	ZP	90003385	1000		1	01.01.1800	31.12.9999	E			PRED        podklady a ˙koly se zvl·ötnÌm utajenÌm s00000000
	01	ZP	90003387	1000		1	01.01.1800	31.12.9999	C			PRED        podklady k rozhodnutÌ o investici (BWA) 00000000
	01	ZP	90003387	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen zum Bewilligungsantrag (BWA) 00000000
	01	ZP	90003387	1000		1	01.01.1800	31.12.9999	E			PRED        Inputs for invest. decisions (BWA)      00000000
	01	ZP	90003389	1000		1	01.01.1800	31.12.9999	C			PRED        podklady na jedn·nÌ                     00000000
	01	ZP	90003389	1000		1	01.01.1800	31.12.9999	D			PRED        Verhandlungsunterlagen                  00000000
	01	ZP	90003389	1000		1	01.01.1800	31.12.9999	E			PRED        Inputs for meetings                     00000000
	01	ZP	90003390	1000		1	01.01.1800	31.12.9999	C			PRED        podklady o stavu projedn·van˝ch bod˘ v t00000000
	01	ZP	90003390	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen zum Stand der Verhandlungspun00000000
	01	ZP	90003390	1000		1	01.01.1800	31.12.9999	E			PRED        podklady o stavu projedn·van˝ch bod˘ v t00000000
	01	ZP	90003391	1000		1	01.01.1800	31.12.9999	C			PRED        podklady odborn˝ch ˙tvar˘ pro jedn·nÌ p¯00000000
	01	ZP	90003391	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen der Fachbereichen f¸r die Ver00000000
	01	ZP	90003391	1000		1	01.01.1800	31.12.9999	E			PRED        podklady odborn˝ch ˙tvar˘ pro jedn·nÌ p¯00000000
	01	ZP	90003396	1000		1	01.01.1800	31.12.9999	C			PRED        podklady pro jedn·nÌ s p¯edstavenstvem  00000000
	01	ZP	90003396	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen zur Verhandlung mit dem Vorst00000000
	01	ZP	90003396	1000		1	01.01.1800	31.12.9999	E			PRED        Inputs for meetings with the Board      00000000
	01	ZP	90003398	1000		1	01.01.1800	31.12.9999	C			PRED        podklady pro n·bor student˘             00000000
	01	ZP	90003398	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen f¸r die Rekrutierung von Stud00000000
	01	ZP	90003398	1000		1	01.01.1800	31.12.9999	E			PRED        Student recruitment inputs              00000000
	01	ZP	90003400	1000		1	01.01.1800	31.12.9999	C			PRED        podklady pro p¯edstavenstvo a jin· gremi00000000
	01	ZP	90003400	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen f¸r den Vorstand und andere G00000000
	01	ZP	90003400	1000		1	01.01.1800	31.12.9999	E			PRED        Inputs for the Board and other exp. bodi00000000
	01	ZP	90003402	1000		1	01.01.1800	31.12.9999	C			PRED        podklady pro rozhodovacÌ grÈmia spoleËno00000000
	01	ZP	90003402	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen f¸r Entscheidungsgremien von 00000000
	01	ZP	90003402	1000		1	01.01.1800	31.12.9999	E			PRED        Inputs for decision-making boards       00000000
	01	ZP	90003404	1000		1	01.01.1800	31.12.9999	C			PRED        podklady pro schv·lenÌ ˙sporov˝ch potenc00000000
	01	ZP	90003404	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen zur Freigabe der Einsparpoten00000000
	01	ZP	90003404	1000		1	01.01.1800	31.12.9999	E			PRED        Inputs for saving potent. approvals     00000000
	01	ZP	90003405	1000		1	01.01.1800	31.12.9999	C			PRED        podklady pro äkolskou radu              00000000
	01	ZP	90003405	1000		1	01.01.1800	31.12.9999	D			PRED        Unterlagen f¸r den Schulrat             00000000
	01	ZP	90003405	1000		1	01.01.1800	31.12.9999	E			PRED        Inputs for the School Council           00000000
	01	ZP	90003408	1000		1	01.01.1800	31.12.9999	C			PRED        polepov·nÌ knih Ë·rkov˝m kÛdem          00000000
	01	ZP	90003408	1000		1	01.01.1800	31.12.9999	D			PRED        Beklebung von B¸chern mit Barcode       00000000
	01	ZP	90003408	1000		1	01.01.1800	31.12.9999	E			PRED        Fitting books with bar codes            00000000
	01	ZP	90003409	1000		1	01.01.1800	31.12.9999	C			PRED        potvrzenÌ o studiu, MFA karty           00000000
	01	ZP	90003409	1000		1	01.01.1800	31.12.9999	D			PRED        Studienbescheinigung, MFA-Karten        00000000
	01	ZP	90003409	1000		1	01.01.1800	31.12.9999	E			PRED        Student status certif., MFA cards       00000000
	01	ZP	90003412	1000		1	01.01.1800	31.12.9999	C			PRED        prezentace                              00000000
	01	ZP	90003412	1000		1	01.01.1800	31.12.9999	D			PRED        Pr‰sentationen                          00000000
	01	ZP	90003412	1000		1	01.01.1800	31.12.9999	E			PRED        Presentations                           00000000
	01	ZP	90003413	1000		1	01.01.1800	31.12.9999	C			PRED        prezentaËnÌ materi·ly pro internÌ a exte00000000
	01	ZP	90003413	1000		1	01.01.1800	31.12.9999	D			PRED        Pr‰sentationsmaterialien f¸r interne und00000000
	01	ZP	90003413	1000		1	01.01.1800	31.12.9999	E			PRED        prezentaËnÌ materi·ly pro internÌ a exte00000000
	01	ZP	90003417	1000		1	01.01.1800	31.12.9999	C			PRED        program zased·nÌ p¯edstavenstva a dozorË00000000
	01	ZP	90003417	1000		1	01.01.1800	31.12.9999	D			PRED        Programm der Vorstands- und Aufsichtsrat00000000
	01	ZP	90003417	1000		1	01.01.1800	31.12.9999	E			PRED        Board and SB meeting agenda             00000000
	01	ZP	90003419	1000		1	01.01.1800	31.12.9999	C			PRED        p¯ed·v·nÌ informacÌ rodiË˘m û·k˘ SOU    00000000
	01	ZP	90003419	1000		1	01.01.1800	31.12.9999	D			PRED        ‹bergabe von Informationen an Eltern der00000000
	01	ZP	90003419	1000		1	01.01.1800	31.12.9999	E			PRED        Providing info to SOU students¥ par.    00000000
	01	ZP	90003426	1000		1	01.01.1800	31.12.9999	C			PRED        n·stup a v˝stup student˘                00000000
	01	ZP	90003426	1000		1	01.01.1800	31.12.9999	D			PRED        Antritte und Austritte der Studierenden 00000000
	01	ZP	90003426	1000		1	01.01.1800	31.12.9999	E			PRED        Students starting and leaving           00000000
	01	ZP	90003436	1000		1	01.01.1800	31.12.9999	C			PRED        p¯Ìpravu z·vÏreËn˝ch zkouöek            00000000
	01	ZP	90003436	1000		1	01.01.1800	31.12.9999	D			PRED        Vorbereitung von Abschlusspr¸fungen     00000000
