28.08.2025                                                                                            Dynamische Listenausgabe                                                                                                    1

Testovací režim

	Var.plánu	Typ obj.	ID objektu	Subtyp	Platí od	Platí do	Jazyk	Øetìzec
	01	ZP	  90003345	0001	01.01.1800	31.12.9999	DE	Aufgaben des Assistenten für das Vorstandsmitglied
	01	ZP	  90003346	0001	01.01.1800	31.12.9999	DE	Packung und Beschriftung der Bücher
	01	ZP	  90003347	0001	01.01.1800	31.12.9999	DE	Fremdsprachenkorrespondenz
	01	ZP	  90003350	0001	01.01.1800	31.12.9999	DE	Tätigkeiten, die sich aus Prozessen im jeweiligen Bereich mit dem 
Vorstandsmitglied, dem Aufsichtsrat, den Konzerngremien und dem jeweiligen 
OE-Leiter ergeben
	01	ZP	  90003352	0001	01.01.1800	31.12.9999	DE	Lieferungen von Bürobedarf, Geschenken und Werbeartikels
	01	ZP	  90003353	0001	01.01.1800	31.12.9999	DE	Anwesenheitserfassung der Mitarbeiter und Übersichten der Überstunden und 
Urlaube
	01	ZP	  90003356	0001	01.01.1800	31.12.9999	DE	Exkursionen
	01	ZP	  90003359	0001	01.01.1800	31.12.9999	DE	Ablauf des Sekretariats
	01	ZP	  90003361	0001	01.01.1800	31.12.9999	DE	Informationen für das Mitarbeiterportal
	01	ZP	  90003362	0001	01.01.1800	31.12.9999	DE	interne und externe Korrespondenz
	01	ZP	  90003366	0001	01.01.1800	31.12.9999	DE	Einstellungsuntersuchungen und Vorsorgeuntersuchungen der Studierenden
	01	ZP	  90003367	0001	01.01.1800	31.12.9999	DE	Verpflegung für eine Geschäftsverhandlung
	01	ZP	  90003371	0001	01.01.1800	31.12.9999	DE	Maßnahmen zur Risikominderung
	01	ZP	  90003372	0001	01.01.1800	31.12.9999	DE	Organisation der Tagung
	01	ZP	  90003374	0001	01.01.1800	31.12.9999	DE	Personalagenda der Studierenden
	01	ZP	  90003375	0001	01.01.1800	31.12.9999	DE	Personaldaten der Werksangehörigen von Škoda Auto
	01	ZP	  90003377	0001	01.01.1800	31.12.9999	DE	Zahlungen an externe Mitarbeiter
	01	ZP	  90003378	0001	01.01.1800	31.12.9999	DE	Erfüllung von Tätigkeiten, die sich aus Bereichsprozessen ergeben
	01	ZP	  90003379	0001	01.01.1800	31.12.9999	DE	Erfüllung von Teilprojekten
	01	ZP	  90003380	0001	01.01.1800	31.12.9999	DE	Unterlagen
	01	ZP	  90003381	0001	01.01.1800	31.12.9999	DE	Unterlagen und Analysen zum Studium
	01	ZP	  90003382	0001	01.01.1800	31.12.9999	DE	Unterlagen und Informationen zur Verhandlung
	01	ZP	  90003383	0001	01.01.1800	31.12.9999	DE	Unterlagen und Präsentationen
	01	ZP	  90003385	0001	01.01.1800	31.12.9999	DE	Unterlagen und Aufgaben mit Sondergeheimhaltungspflicht mit Kenntnis der 
unternehmens- und konzerninternen Zusammenhänge
	01	ZP	  90003387	0001	01.01.1800	31.12.9999	DE	Unterlagen zum Bewilligungsantrag (BWA) und Bestellvorschlägen
	01	ZP	  90003389	0001	01.01.1800	31.12.9999	DE	Verhandlungsunterlagen
	01	ZP	  90003390	0001	01.01.1800	31.12.9999	DE	Unterlagen zum Stand der Verhandlungspunkte im Beratungsteam Produktion 
und Logistik
	01	ZP	  90003391	0001	01.01.1800	31.12.9999	DE	Unterlagen der Fachbereichen für die Verhandlung der Vorgespräche und für die 
Verhandlung
	01	ZP	  90003396	0001	01.01.1800	31.12.9999	DE	Unterlagen zur Verhandlung mit dem Vorstand
	01	ZP	  90003398	0001	01.01.1800	31.12.9999	DE	Unterlagen für die Rekrutierung von Studierenden
	01	ZP	  90003400	0001	01.01.1800	31.12.9999	DE	Unterlagen für den Vorstand und andere Gremien
	01	ZP	  90003402	0001	01.01.1800	31.12.9999	DE	Unterlagen für Entscheidungsgremien von Škoda Auto
	01	ZP	  90003404	0001	01.01.1800	31.12.9999	DE	Unterlagen zur Freigabe der Einsparpotentiale
	01	ZP	  90003405	0001	01.01.1800	31.12.9999	DE	Unterlagen für den Schulrat
	01	ZP	  90003408	0001	01.01.1800	31.12.9999	DE	Beklebung von Büchern mit Barcode
	01	ZP	  90003409	0001	01.01.1800	31.12.9999	DE	Studienbescheinigung, MFA-Karten
	01	ZP	  90003412	0001	01.01.1800	31.12.9999	DE	Präsentationen
	01	ZP	  90003413	0001	01.01.1800	31.12.9999	DE	Präsentationsmaterialien für interne und externe Nutzung
	01	ZP	  90003417	0001	01.01.1800	31.12.9999	DE	Programm der Vorstands- und Aufsichtsratstagung
	01	ZP	  90003419	0001	01.01.1800	31.12.9999	DE	Übergabe von Informationen an Eltern der Schüler
	01	ZP	  90003426	0001	01.01.1800	31.12.9999	DE	Antritte und Austritte der Studierenden
	01	ZP	  90003436	0001	01.01.1800	31.12.9999	DE	Vorbereitung von Abschlussprüfungen
	01	ZP	  90003437	0001	01.01.1800	31.12.9999	DE	jeweilige Personalunterlagen
	01	ZP	  90003438	0001	01.01.1800	31.12.9999	DE	Verleihe von Büchern
	01	ZP	  90003440	0001	01.01.1800	31.12.9999	DE	Umsetzung von Personalmaßnahmen
	01	ZP	  90003442	0001	01.01.1800	31.12.9999	DE	Aufgabenumsetzung in den jeweiligen Terminen
	01	ZP	  90003443	0001	01.01.1800	31.12.9999	DE	Werbeinformationen für die Presse und Medien, für das Mitarbeiterportal
	01	ZP	  90003447	0001	01.01.1800	31.12.9999	DE	Lösung von operativen und organisatorischen Aufgaben
	01	ZP	  90003451	0001	01.01.1800	31.12.9999	DE	Skartierung von Materialien
	01	ZP	  90003452	0001	01.01.1800	31.12.9999	DE	Verträge und Vereinbarungen für externe Mitarbeiter
	01	ZP	  90003454	0001	01.01.1800	31.12.9999	DE	gemeinsame Termine der Vorstandsmitglieder
	01	ZP	  90003459	0001	01.01.1800	31.12.9999	DE	Statistikunterlagen
	01	ZP	  90003460	0001	01.01.1800	31.12.9999	DE	Zustand der Erste-Hilfe-Kästen der Schule
	01	ZP	  90003466	0001	01.01.1800	31.12.9999	DE	Termine für die Vorstellung der Projekte in Gremien
	01	ZP	  90003470	0001	01.01.1800	31.12.9999	DE	Sortierung und Stellung der Bücher in Regale
	01	ZP	  90003471	0001	01.01.1800	31.12.9999	DE	Sortierung der Personalmaterialien, der Korrespondenz und der eingegangenen 
Post
	01	ZP	  90003472	0001	01.01.1800	31.12.9999	DE	Erstellung von Unterlagen und Vorlagen des Bereiches
	01	ZP	  90003473	0001	01.01.1800	31.12.9999	DE	Erstellung von Unterlagen für Verhandlungen und Präsentationen auf der 
Ebene der Vorstandssitzung und der Konzerngremien
	01	ZP	  90003474	0001	01.01.1800	31.12.9999	DE	Erstellung von Unterlagen für die Verhandlung der Gremien
	01	ZP	  90003477	0001	01.01.1800	31.12.9999	DE	Unterbringung und Bewirtung für Gäste und Besucher
	01	ZP	  90003481	0001	01.01.1800	31.12.9999	DE	VIP-Vertanstaltungen
	01	ZP	  90003483	0001	01.01.1800	31.12.9999	DE	Auszüge aus der Geschäftskreditkarte
	01	ZP	  90003485	0001	01.01.1800	31.12.9999	DE	Erarbeitung des VIP-Programms
	01	ZP	  90003489	0001	01.01.1800	31.12.9999	DE	Nutzung des Besprechungsraums
	01	ZP	  90003490	0001	01.01.1800	31.12.9999	DE	Sicherstellung der Unterlagen für das integrierte Qualitäts-Management-System
	01	ZP	  90003492	0001	01.01.1800	31.12.9999	DE	Besprechungsprotokolle
	01	ZP	  90003494	0001	01.01.1800	31.12.9999	DE	Prüfprotokolle
	01	ZP	  90003497	0001	01.01.1800	31.12.9999	DE	Berichte über Businessplanerfüllung
	01	ZP	  90003504	0001	01.01.1800	31.12.9999	DE	Änderungsauftrag (ÄAf) in die Zeichungsdokumentation
	01	ZP	  90003516	0001	01.01.1800	31.12.9999	DE	ÄA
	01	ZP	  90003539	0001	01.01.1800	31.12.9999	DE	Berücksichtigung der Änderungen in den übrigen Steuerungssystemen
	01	ZP	  90003543	0001	01.01.1800	31.12.9999	DE	vorbereitete technische Änderungen am Produkt
	01	ZP	  90003546	0001	01.01.1800	31.12.9999	DE	Umsetzung von Änderungsaufträgen in der Fertigung, einschließlich der Änderung 
der technologischen Dokumentation
	01	ZP	  90003560	0001	01.01.1800	31.12.9999	DE	technische Änderungen
	01	ZP	  90003573	0001	01.01.1800	31.12.9999	DE	Entstehung von Mengenabweichungen in Abrufen
	01	ZP	  90003579	0001	01.01.1800	31.12.9999	DE	Änderungsverfahren und Anlauf von Änderungsaufträgen
	01	ZP	  90003585	0001	01.01.1800	31.12.9999	DE	Ad-hoc-Analysen
	01	ZP	  90003587	0001	01.01.1800	31.12.9999	DE	Marktanalyse und -prognose
	01	ZP	  90003592	0001	01.01.1800	31.12.9999	DE	Analysen der Konkurrenz
	01	ZP	  90003595	0001	01.01.1800	31.12.9999	DE	Benchmark
	01	ZP	  90003596	0001	01.01.1800	31.12.9999	DE	Benchmark von Personalprozessen
	01	ZP	  90003597	0001	01.01.1800	31.12.9999	DE	Best-Practise und Benchmark-Unterlagen aus Exportmärkten
	01	ZP	  90003598	0001	01.01.1800	31.12.9999	DE	Businessplan
	01	ZP	  90003619	0001	01.01.1800	31.12.9999	DE	HR-Trends
	01	ZP	  90003621	0001	01.01.1800	31.12.9999	DE	Konzepte für Modulelemente, Plattformen und deren Varianten
	01	ZP	  90003622	0001	01.01.1800	31.12.9999	DE	Konzepte der Projekte
	01	ZP	  90003625	0001	01.01.1800	31.12.9999	DE	Konzepte der Ausrichtungs- und Spannelemente
	01	ZP	  90003658	0001	01.01.1800	31.12.9999	DE	Benchmarking-Unterlagen
	01	ZP	  90003659	0001	01.01.1800	31.12.9999	DE	Anreizen zu Einsparungspotentialen
	01	ZP	  90003675	0001	01.01.1800	31.12.9999	DE	Werbe- und Informationsunterlagen für Motivationsveranstaltungen
	01	ZP	  90003681	0001	01.01.1800	31.12.9999	DE	Marktforschung
	01	ZP	  90003684	0001	01.01.1800	31.12.9999	DE	Vorbereitung der Verhandlungen
	01	ZP	  90003730	0001	01.01.1800	31.12.9999	DE	Erarbeitung des Businessplans
	01	ZP	  90003743	0001	01.01.1800	31.12.9999	DE	Wettbewerbsanalysen hinsichtlich der Markenstrategie
	01	ZP	  90003745	0001	01.01.1800	31.12.9999	DE	Aktivitäten, die zur Erfüllung der Ziele des Projektes führen
	01	ZP	  90003748	0001	01.01.1800	31.12.9999	DE	Produktentwicklung
	01	ZP	  90003749	0001	01.01.1800	31.12.9999	DE	Aktualisierung der Projekte und Änderungsanforderung
	01	ZP	  90003753	0001	01.01.1800	31.12.9999	DE	Projektbezogene Analysen
	01	ZP	  90003757	0001	01.01.1800	31.12.9999	DE	HR Projekte
	01	ZP	  90003762	0001	01.01.1800	31.12.9999	DE	Kritische Faktoren des Projektes
	01	ZP	  90003782	0001	01.01.1800	31.12.9999	DE	Qualitätsanforderungen in den Projekt- und Anlaufteams
	01	ZP	  90003783	0001	01.01.1800	31.12.9999	DE	Berichte über den Projektstatus
	01	ZP	  90003791	0001	01.01.1800	31.12.9999	DE	den Projektteams
	01	ZP	  90003797	0001	01.01.1800	31.12.9999	DE	Projekte
	01	ZP	  90003800	0001	01.01.1800	31.12.9999	DE	Modellpflege - Projekte und Facelifts
	01	ZP	  90003806	0001	01.01.1800	31.12.9999	DE	Ablauf der Projektumsetzung aus der Sicht des Inhaltes, der Kosten, der 
Qualität und der Termine
	01	ZP	  90003808	0001	01.01.1800	31.12.9999	DE	Übersicht über den Projektstatus
	01	ZP	  90003828	0001	01.01.1800	31.12.9999	DE	strategische Projekte der Personalbetreuung
	01	ZP	  90003830	0001	01.01.1800	31.12.9999	DE	anvertraute Projekte
	01	ZP	  90003834	0001	01.01.1800	31.12.9999	DE	Terminpläne für Projekte
	01	ZP	  90003835	0001	01.01.1800	31.12.9999	DE	Terminpläne der Projekte
	01	ZP	  90003836	0001	01.01.1800	31.12.9999	DE	Terminpläne der Teileentwicklung
	01	ZP	  90003846	0001	01.01.1800	31.12.9999	DE	Suche und Umsetzung von Einsparungspotentialen
	01	ZP	  90003849	0001	01.01.1800	31.12.9999	DE	Projektvorgabe
	01	ZP	  90003863	0001	01.01.1800	31.12.9999	DE	Qualitative Maßnahmen für den Anlauf neuer Fertigungen
	01	ZP	  90003865	0001	01.01.1800	31.12.9999	DE	Anlauf der Modellreihen
	01	ZP	  90003867	0001	01.01.1800	31.12.9999	DE	Anlauf neuer Teile
	01	ZP	  90003874	0001	01.01.1800	31.12.9999	DE	Anläufe neuer Fahrzeuge
	01	ZP	  90003880	0001	01.01.1800	31.12.9999	DE	neue Projekte in die Serienproduktion
	01	ZP	  90003887	0001	01.01.1800	31.12.9999	DE	Probleme beim Anlauf neuer Fahrzeuge
	01	ZP	  90003909	0001	01.01.1800	31.12.9999	DE	Qualitätsfreigabe aufgrund der Zwei-Tage-Produktion des Lieferanten
	01	ZP	  90003920	0001	01.01.1800	31.12.9999	DE	Anlauf neuer Fertigungen
	01	ZP	  90003924	0001	01.01.1800	31.12.9999	DE	Maßnahmen zur Reduzierung der Qualitäts- und Auditfehler beim Anlauf der 
Produktion
	01	ZP	  90003934	0001	01.01.1800	31.12.9999	DE	Vorbereitung der Produktion, des Anlaufes neuer Produktion
	01	ZP	  90003935	0001	01.01.1800	31.12.9999	DE	Simulations-Produktionsstudie
	01	ZP	  90003961	0001	01.01.1800	31.12.9999	DE	Dokumente zu Fahrzeugen für Mitarbeiter, Kunden und VIPs
	01	ZP	  90003979	0001	01.01.1800	31.12.9999	DE	Konstruktionsdokumentation
	01	ZP	  90004021	0001	01.01.1800	31.12.9999	DE	Präsentation in virtueller Realität
	01	ZP	  90004027	0001	01.01.1800	31.12.9999	DE	Projektdokumentation
	01	ZP	  90004030	0001	01.01.1800	31.12.9999	DE	Messprotokoll
	01	ZP	  90004050	0001	01.01.1800	31.12.9999	DE	Teilespezifikation (technisch, logistisch, qualitativ)
	01	ZP	  90004054	0001	01.01.1800	31.12.9999	DE	Produktionsstudie / die Projektvorbereitung der Baumaßnahme
	01	ZP	  90004065	0001	01.01.1800	31.12.9999	DE	technische und technologische Dokumentation
	01	ZP	  90004066	0001	01.01.1800	31.12.9999	DE	technische Dokumentation
	01	ZP	  90004070	0001	01.01.1800	31.12.9999	DE	technologische Dokumentation
	01	ZP	  90004086	0001	01.01.1800	31.12.9999	DE	Anpassung der technologischen Dokumentation
	01	ZP	  90004090	0001	01.01.1800	31.12.9999	DE	Führung der Betriebsdokumentation und der technischen Dokumentation
	01	ZP	  90004115	0001	01.01.1800	31.12.9999	DE	Änderungen der technischen und technologischen Dokumentation
	01	ZP	  90004128	0001	01.01.1800	31.12.9999	DE	Einhaltung der POD
	01	ZP	  90004129	0001	01.01.1800	31.12.9999	DE	Einhaltung der Prozess- und Organisationsdokumentation
	01	ZP	  90004130	0001	01.01.1800	31.12.9999	DE	Dokumentation
	01	ZP	  90004132	0001	01.01.1800	31.12.9999	DE	Einweisung der Mitarbeiter über die gültige POD
	01	ZP	  90004134	0001	01.01.1800	31.12.9999	DE	fachliche, organisatorische und administrative Abläufe
	01	ZP	  90004135	0001	01.01.1800	31.12.9999	DE	POD
	01	ZP	  90004142	0001	01.01.1800	31.12.9999	DE	Erstellung von POD
	01	ZP	  90004143	0001	01.01.1800	31.12.9999	DE	die Eigentümer der POD
	01	ZP	  90004151	0001	01.01.1800	31.12.9999	DE	Archivierung
	01	ZP	  90004152	0001	01.01.1800	31.12.9999	DE	Archivierung und Skartierung der Dokumente
	01	ZP	  90004153	0001	01.01.1800	31.12.9999	DE	Archivierung und Aufbewahrung der Dokumente
	01	ZP	  90004163	0001	01.01.1800	31.12.9999	DE	Dokumente nach der Schriftgutordnung
	01	ZP	  90004168	0001	01.01.1800	31.12.9999	DE	Schriftgut und Dokumente
	01	ZP	  90004208	0001	01.01.1800	31.12.9999	DE	Stücklisten
	01	ZP	  90004212	0001	01.01.1800	31.12.9999	DE	neue Lösungsverfahren in der virtuellen Realität
	01	ZP	  90004214	0001	01.01.1800	31.12.9999	DE	Abstimmung der virtuellen Modelle bis zur endgültigen Form
	01	ZP	  90004254	0001	01.01.1800	31.12.9999	DE	Logistikprozesse
	01	ZP	  90004255	0001	01.01.1800	31.12.9999	DE	Messung der Geschäftsprozesse
	01	ZP	  90004256	0001	01.01.1800	31.12.9999	DE	Modellierung von Geschäftsprozessen
	01	ZP	  90004261	0001	01.01.1800	31.12.9999	DE	Optimierung der Technologieverfahren
	01	ZP	  90004262	0001	01.01.1800	31.12.9999	DE	Optimierungsmaßnahmen
	01	ZP	  90004264	0001	01.01.1800	31.12.9999	DE	Personalprozesse
	01	ZP	  90004267	0001	01.01.1800	31.12.9999	DE	Geschäftsprozesse
	01	ZP	  90004268	0001	01.01.1800	31.12.9999	DE	Geschäftsprozesse aus Sicht der Prozessinhaberrolle
	01	ZP	  90004283	0001	01.01.1800	31.12.9999	DE	WS KVP
	01	ZP	  90004289	0001	01.01.1800	31.12.9999	DE	Einsatz neuer Systeme und Fertigungsmethoden zwecks Kostenoptimierung
	01	ZP	  90004291	0001	01.01.1800	31.12.9999	DE	Maßnahmen zur Optimierung der Ergonomie und des Arbeitsaufwandes
	01	ZP	  90004298	0001	01.01.1800	31.12.9999	DE	Unterlagen für die Prämienauszahlung für den Nutzen aus realisierten 
WS-Einsparungen
	01	ZP	  90004299	0001	01.01.1800	31.12.9999	DE	praktische Ausbildung an Technologieanlagen ATC
	01	ZP	  90004302	0001	01.01.1800	31.12.9999	DE	Ratio-Maßnahmen bei der Werkzeugherstellung und Einsatz der KVP-Maßnahmen
	01	ZP	  90004303	0001	01.01.1800	31.12.9999	DE	Umsetzung der Maßnahmen aus WS KVP
	01	ZP	  90004309	0001	01.01.1800	31.12.9999	DE	Auswirkungen aus den Projektteams auf den Umsetzungsprozess der Sparpotentiale
	01	ZP	  90004314	0001	01.01.1800	31.12.9999	DE	Ansätze im E- und P-Team
	01	ZP	  90004315	0001	01.01.1800	31.12.9999	DE	Inhalt, Kosten und Termine der Projekte
	01	ZP	  90004316	0001	01.01.1800	31.12.9999	DE	Fachbereiche im Prozess der Findung und Realisierung von Sparpotentiale
	01	ZP	  90004320	0001	01.01.1800	31.12.9999	DE	Optimierung der Geschäftsprozesse
	01	ZP	  90004322	0001	01.01.1800	31.12.9999	DE	Ansätze zur Sparpotentialen mit Lieferanten
	01	ZP	  90004323	0001	01.01.1800	31.12.9999	DE	Realisierungsgrad der Sparpotentiale
	01	ZP	  90004333	0001	01.01.1800	31.12.9999	DE	Analysen bei Qualitätsproblemen a ergreift Systemmaßnahmen für deren 
Verbesserung
	01	ZP	  90004342	0001	01.01.1800	31.12.9999	DE	ZEBRA-Vorschläge
	01	ZP	  90004348	0001	01.01.1800	31.12.9999	DE	Optimierungsvorschläge
	01	ZP	  90004366	0001	01.01.1800	31.12.9999	DE	VV
	01	ZP	  90004368	0001	01.01.1800	31.12.9999	DE	Aktualität und Bereitschaft der Fertigungsanlagen der Montage
	01	ZP	  90004373	0001	01.01.1800	31.12.9999	DE	Ziele der Produktionyplanung
	01	ZP	  90004374	0001	01.01.1800	31.12.9999	DE	Ziele der Simulationsprojekte der Fertigungsprozesse
	01	ZP	  90004376	0001	01.01.1800	31.12.9999	DE	die mit den Kapa-Änderungen der Fertigung verbundenen Tätigkeiten  (Umtakten 
der Montagestrassen)
	01	ZP	  90004382	0001	01.01.1800	31.12.9999	DE	Arbeitsabläufe und Fertigungsdokumentation
	01	ZP	  90004386	0001	01.01.1800	31.12.9999	DE	Einhaltung der technologischen Disziplin
	01	ZP	  90004392	0001	01.01.1800	31.12.9999	DE	Einführung neuer Verfahren und Trends in der Fertigungstechnologie
	01	ZP	  90004397	0001	01.01.1800	31.12.9999	DE	Quantität, das Sortiment und die Termine
	01	ZP	  90004404	0001	01.01.1800	31.12.9999	DE	Einsatz der technischen Abweichungen
	01	ZP	  90004408	0001	01.01.1800	31.12.9999	DE	Maßnahmen der Besserung der Arbeits- und Technologiedisziplin
	01	ZP	  90004410	0001	01.01.1800	31.12.9999	DE	die aus dem Qualitätssystem sich ergebenden Maßnahmen
	01	ZP	  90004413	0001	01.01.1800	31.12.9999	DE	Plan der Materialabsicherung
	01	ZP	  90004414	0001	01.01.1800	31.12.9999	DE	Plan der Umbauten und Modernisierungen von AV
	01	ZP	  90004416	0001	01.01.1800	31.12.9999	DE	Fertigungsplan der Halbfabrikate und Bauteile für Unterricht
	01	ZP	  90004418	0001	01.01.1800	31.12.9999	DE	Planungsaktivitäten für die Projekte
	01	ZP	  90004428	0001	01.01.1800	31.12.9999	DE	Arbeitsplatzgestaltung
	01	ZP	  90004433	0001	01.01.1800	31.12.9999	DE	Übersicht der Änderungen der Investitionen, Kosten, Fertigungszeiten
	01	ZP	  90004435	0001	01.01.1800	31.12.9999	DE	Realisierung (Lieferung) der Technologie, MaA, des Baus, der Reparatur oder 
des Umbaus, der Teile
	01	ZP	  90004446	0001	01.01.1800	31.12.9999	DE	Simulation der Verformung der  Pressteile
	01	ZP	  90004448	0001	01.01.1800	31.12.9999	DE	Simulationsmodell des Fertigungsprozesses
	01	ZP	  90004450	0001	01.01.1800	31.12.9999	DE	Zeitverbräuche (MTM-Analyse, Bestandsaufnahme des Mitarbeiters)
	01	ZP	  90004454	0001	01.01.1800	31.12.9999	DE	Lastenhefte
	01	ZP	  90004457	0001	01.01.1800	31.12.9999	DE	technisch-konstruktive Prüfungen
	01	ZP	  90004460	0001	01.01.1800	31.12.9999	DE	Technologierisiken und Herstellbarkeit
	01	ZP	  90004461	0001	01.01.1800	31.12.9999	DE	Technologie- / Fertigungsabläufe
	01	ZP	  90004462	0001	01.01.1800	31.12.9999	DE	technologische und konstruktive Lösung der produktiven Tätigkeiten
	01	ZP	  90004472	0001	01.01.1800	31.12.9999	DE	den Technologie- / Fertigungsabläufen
	01	ZP	  90004477	0001	01.01.1800	31.12.9999	DE	Technologie der Werkzeuge
	01	ZP	  90004480	0001	01.01.1800	31.12.9999	DE	Technologie der MuA
	01	ZP	  90004484	0001	01.01.1800	31.12.9999	DE	Themen der praktischen Teile der Abschlussprüfungen
	01	ZP	  90004486	0001	01.01.1800	31.12.9999	DE	der terminlichen Absicherung der Erfüllung der Produktivarbeit - Leitzentrale
	01	ZP	  90004488	0001	01.01.1800	31.12.9999	DE	Trends in der Technologieentwicklung
	01	ZP	  90004489	0001	01.01.1800	31.12.9999	DE	Erstellung von Langzeitkonzepte in Projekten der digitalen Planung
	01	ZP	  90004498	0001	01.01.1800	31.12.9999	DE	Fahrzeuge und Anforderungen auf die Analyse der zelegten Fahrzeuge
	01	ZP	  90004500	0001	01.01.1800	31.12.9999	DE	Eingangsdaten für die Simulationen
	01	ZP	  90004503	0001	01.01.1800	31.12.9999	DE	Berechnungen der Fertigungskapazitäten
	01	ZP	  90004509	0001	01.01.1800	31.12.9999	DE	Projektvorgabe für die Fachbereiche
	01	ZP	  90004510	0001	01.01.1800	31.12.9999	DE	Besorgung des Materials und Vormaterials für den praktischen Unterricht
	01	ZP	  90004514	0001	01.01.1800	31.12.9999	DE	Einordnung der Arbeitsfolgen der technologischen Abläufe nach dem 
Richtbeispielkatalog
	01	ZP	  90004517	0001	01.01.1800	31.12.9999	DE	Einführung neuer Technologien
	01	ZP	  90004528	0001	01.01.1800	31.12.9999	DE	Ergonomie, verbrauchte Zeit und Zeitvorgabe
	01	ZP	  90004532	0001	01.01.1800	31.12.9999	DE	Zeitvorgabe
	01	ZP	  90004540	0001	01.01.1800	31.12.9999	DE	Workshopsergebnisse
	01	ZP	  90004541	0001	01.01.1800	31.12.9999	DE	Tätigkeiten der Werkzeuglagerung und -instandhaltung
